"Código","Municipio","Nivel Educativo","Cantidad de Personas"
1327,"Aguacatán","Primaria, 4-5",4336
1327,"Aguacatán","Primaria, 6",8565
1327,"Aguacatán","Basico",3203
1327,"Aguacatán","Diversificado",2624
1327,"Aguacatán","Licenciatura",860
1327,"Aguacatán","Maestria y doctorado",50
1328,"San Rafael Petzal","Ninguno",2959
1328,"San Rafael Petzal","Preprimaria",506
1328,"San Rafael Petzal","Primaria, 1-3",1914
1328,"San Rafael Petzal","Primaria, 4-5",1135
1328,"San Rafael Petzal","Primaria, 6",1850
1328,"San Rafael Petzal","Basico",887
1328,"San Rafael Petzal","Diversificado",741
1328,"San Rafael Petzal","Licenciatura",125
1328,"San Rafael Petzal","Maestria y doctorado",11
1329,"San Gaspar Ixchil","Ninguno",2259
1329,"San Gaspar Ixchil","Preprimaria",323
1329,"San Gaspar Ixchil","Primaria, 1-3",1912
1329,"San Gaspar Ixchil","Primaria, 4-5",935
1329,"San Gaspar Ixchil","Primaria, 6",1306
1329,"San Gaspar Ixchil","Basico",233
1329,"San Gaspar Ixchil","Diversificado",114
1329,"San Gaspar Ixchil","Licenciatura",11
1329,"San Gaspar Ixchil","Maestria y doctorado",1
1330,"Santiago Chimaltenango","Ninguno",2806
1330,"Santiago Chimaltenango","Preprimaria",348
1330,"Santiago Chimaltenango","Primaria, 1-3",2389
1330,"Santiago Chimaltenango","Primaria, 4-5",1128
1330,"Santiago Chimaltenango","Primaria, 6",1749
1330,"Santiago Chimaltenango","Basico",579
1330,"Santiago Chimaltenango","Diversificado",486
1330,"Santiago Chimaltenango","Licenciatura",47
1330,"Santiago Chimaltenango","Maestria y doctorado",5
1331,"Santa Ana Huista","Ninguno",1801
1331,"Santa Ana Huista","Preprimaria",329
1331,"Santa Ana Huista","Primaria, 1-3",1934
1331,"Santa Ana Huista","Primaria, 4-5",890
1331,"Santa Ana Huista","Primaria, 6",1464
1331,"Santa Ana Huista","Basico",846
1331,"Santa Ana Huista","Diversificado",883
1331,"Santa Ana Huista","Licenciatura",399
1331,"Santa Ana Huista","Maestria y doctorado",17
1332,"Unión Cantinil","Ninguno",5161
1332,"Unión Cantinil","Preprimaria",451
1332,"Unión Cantinil","Primaria, 1-3",4410
1332,"Unión Cantinil","Primaria, 4-5",1744
1332,"Unión Cantinil","Primaria, 6",910
1332,"Unión Cantinil","Basico",1024
1332,"Unión Cantinil","Diversificado",370
1332,"Unión Cantinil","Licenciatura",229
1332,"Unión Cantinil","Maestria y doctorado",7
1333,"Petatán","Ninguno",1513
1333,"Petatán","Preprimaria",222
1333,"Petatán","Primaria, 1-3",1325
1333,"Petatán","Primaria, 4-5",711
1333,"Petatán","Primaria, 6",1009
1333,"Petatán","Basico",332
1333,"Petatán","Diversificado",346
1333,"Petatán","Licenciatura",117
1333,"Petatán","Maestria y doctorado",5
1401,"Santa Cruz del Quiché","Ninguno",16991
1401,"Santa Cruz del Quiché","Preprimaria",3054
1401,"Santa Cruz del Quiché","Primaria, 1-3",14048
1401,"Santa Cruz del Quiché","Primaria, 4-5",6631
1401,"Santa Cruz del Quiché","Primaria, 6",10064
1401,"Santa Cruz del Quiché","Basico",7790
1401,"Santa Cruz del Quiché","Diversificado",9335
1401,"Santa Cruz del Quiché","Licenciatura",3369
1401,"Santa Cruz del Quiché","Maestria y doctorado",231
1402,"Chiché","Ninguno",8575
