"Código","Municipio","Población de 10 años o más","Estado Civil","Cantidad","Porcentaje de Poblacion"
1608,"Senahú",65810,"Soltera(o)",26002,39.51
1608,"Senahú",65810,"Unida(o)",13604,20.67
1608,"Senahú",65810,"Casada(o)",23555,35.79
1608,"Senahú",65810,"Separada(o)",973,1.48
1608,"Senahú",65810,"Divorciada(o)",23,0.03
1608,"Senahú",65810,"Viuda(o)",1653,2.51
1609,"San Pedro Carchá",172998,"Soltera(o)",71774,41.49
1609,"San Pedro Carchá",172998,"Unida(o)",25621,14.81
1609,"San Pedro Carchá",172998,"Casada(o)",66706,38.56
1609,"San Pedro Carchá",172998,"Separada(o)",3651,2.11
1609,"San Pedro Carchá",172998,"Divorciada(o)",196,0.11
1609,"San Pedro Carchá",172998,"Viuda(o)",5050,2.92
1610,"San Juan Chamelco",42685,"Soltera(o)",18099,42.4
1610,"San Juan Chamelco",42685,"Unida(o)",4386,10.28
1610,"San Juan Chamelco",42685,"Casada(o)",17888,41.91
1610,"San Juan Chamelco",42685,"Separada(o)",985,2.31
1610,"San Juan Chamelco",42685,"Divorciada(o)",59,0.14
1610,"San Juan Chamelco",42685,"Viuda(o)",1268,2.97
1611,"San Agustín Lanquín",17694,"Soltera(o)",7389,41.76
1611,"San Agustín Lanquín",17694,"Unida(o)",3579,20.23
1611,"San Agustín Lanquín",17694,"Casada(o)",6294,35.57
1611,"San Agustín Lanquín",17694,"Separada(o)",98,0.55
1611,"San Agustín Lanquín",17694,"Divorciada(o)",3,0.02
1611,"San Agustín Lanquín",17694,"Viuda(o)",331,1.87
1612,"Santa María Cahabón",48181,"Soltera(o)",19855,41.21
1612,"Santa María Cahabón",48181,"Unida(o)",10257,21.29
1612,"Santa María Cahabón",48181,"Casada(o)",16684,34.63
1612,"Santa María Cahabón",48181,"Separada(o)",414,0.86
1612,"Santa María Cahabón",48181,"Divorciada(o)",21,0.04
1612,"Santa María Cahabón",48181,"Viuda(o)",950,1.97
1613,"Chisec",59935,"Soltera(o)",24434,40.77
1613,"Chisec",59935,"Unida(o)",12515,20.88
1613,"Chisec",59935,"Casada(o)",20707,34.55
1613,"Chisec",59935,"Separada(o)",939,1.57
1613,"Chisec",59935,"Divorciada(o)",34,0.06
1613,"Chisec",59935,"Viuda(o)",1306,2.18
1614,"Chahal",19348,"Soltera(o)",7941,41.04
1614,"Chahal",19348,"Unida(o)",4886,25.25
1614,"Chahal",19348,"Casada(o)",5986,30.94
1614,"Chahal",19348,"Separada(o)",171,0.88
1614,"Chahal",19348,"Divorciada(o)",4,0.02
1614,"Chahal",19348,"Viuda(o)",360,1.86
1615,"Fray Bartolomé de las Casas",47884,"Soltera(o)",19573,40.88
1615,"Fray Bartolomé de las Casas",47884,"Unida(o)",9329,19.48
1615,"Fray Bartolomé de las Casas",47884,"Casada(o)",16887,35.27
1615,"Fray Bartolomé de las Casas",47884,"Separada(o)",762,1.59
1615,"Fray Bartolomé de las Casas",47884,"Divorciada(o)",41,0.09
1615,"Fray Bartolomé de las Casas",47884,"Viuda(o)",1292,2.7
1616,"Santa Catalina La Tinta",29373,"Soltera(o)",12128,41.29
1616,"Santa Catalina La Tinta",29373,"Unida(o)",8600,29.28
1616,"Santa Catalina La Tinta",29373,"Casada(o)",7148,24.34
1616,"Santa Catalina La Tinta",29373,"Separada(o)",736,2.51
1616,"Santa Catalina La Tinta",29373,"Divorciada(o)",40,0.14
1616,"Santa Catalina La Tinta",29373,"Viuda(o)",721,2.45
1617,"Raxruhá",26594,"Soltera(o)",11111,41.78
1617,"Raxruhá",26594,"Unida(o)",5364,20.17
1617,"Raxruhá",26594,"Casada(o)",9041,34
1617,"Raxruhá",26594,"Separada(o)",399,1.5
1617,"Raxruhá",26594,"Divorciada(o)",9,0.03
1617,"Raxruhá",26594,"Viuda(o)",670,2.52
1701,"Flores",30562,"Soltera(o)",12919,42.27
1701,"Flores",30562,"Unida(o)",6865,22.46
1701,"Flores",30562,"Casada(o)",8049,26.34
1701,"Flores",30562,"Separada(o)",1496,4.89
1701,"Flores",30562,"Divorciada(o)",115,0.38
1701,"Flores",30562,"Viuda(o)",1118,3.66
1702,"San José",5325,"Soltera(o)",2299,43.17
1702,"San José",5325,"Unida(o)",1269,23.83
1702,"San José",5325,"Casada(o)",1516,28.47
1702,"San José",5325,"Separada(o)",86,1.62
1702,"San José",5325,"Divorciada(o)",8,0.15
1702,"San José",5325,"Viuda(o)",147,2.76
1703,"San Benito",34639,"Soltera(o)",15066,43.49
1703,"San Benito",34639,"Unida(o)",7796,22.51
1703,"San Benito",34639,"Casada(o)",9467,27.33
1703,"San Benito",34639,"Separada(o)",997,2.88
1703,"San Benito",34639,"Divorciada(o)",124,0.36
1703,"San Benito",34639,"Viuda(o)",1189,3.43
1704,"San Andrés",24063,"Soltera(o)",9950,41.35
1704,"San Andrés",24063,"Unida(o)",6616,27.49
1704,"San Andrés",24063,"Casada(o)",6345,26.37
1704,"San Andrés",24063,"Separada(o)",569,2.36
1704,"San Andrés",24063,"Divorciada(o)",32,0.13
1704,"San Andrés",24063,"Viuda(o)",551,2.29
1705,"La Libertad",53440,"Soltera(o)",22690,42.46
1705,"La Libertad",53440,"Unida(o)",15701,29.38
1705,"La Libertad",53440,"Casada(o)",12331,23.07
1705,"La Libertad",53440,"Separada(o)",1194,2.23
1705,"La Libertad",53440,"Divorciada(o)",55,0.1
1705,"La Libertad",53440,"Viuda(o)",1469,2.75
1706,"San Francisco",11656,"Soltera(o)",4734,40.61
1706,"San Francisco",11656,"Unida(o)",2892,24.81
1706,"San Francisco",11656,"Casada(o)",3376,28.96
1706,"San Francisco",11656,"Separada(o)",304,2.61
1706,"San Francisco",11656,"Divorciada(o)",31,0.27
1706,"San Francisco",11656,"Viuda(o)",319,2.74
1707,"Santa Ana",16703,"Soltera(o)",6730,40.29
1707,"Santa Ana",16703,"Unida(o)",4682,28.03
1707,"Santa Ana",16703,"Casada(o)",4072,24.38
1707,"Santa Ana",16703,"Separada(o)",657,3.93
1707,"Santa Ana",16703,"Divorciada(o)",22,0.13
1707,"Santa Ana",16703,"Viuda(o)",540,3.23
1708,"Dolores",20054,"Soltera(o)",8573,42.75
1708,"Dolores",20054,"Unida(o)",5045,25.16
1708,"Dolores",20054,"Casada(o)",5399,26.92
1708,"Dolores",20054,"Separada(o)",404,2.01
1708,"Dolores",20054,"Divorciada(o)",31,0.15
1708,"Dolores",20054,"Viuda(o)",602,3
1709,"San Luis",50109,"Soltera(o)",19802,39.52
1709,"San Luis",50109,"Unida(o)",11096,22.14
1709,"San Luis",50109,"Casada(o)",16424,32.78
1709,"San Luis",50109,"Separada(o)",1419,2.83
1709,"San Luis",50109,"Divorciada(o)",72,0.14
1709,"San Luis",50109,"Viuda(o)",1296,2.59
1710,"Sayaxché",66998,"Soltera(o)",27267,40.7
1710,"Sayaxché",66998,"Unida(o)",17929,26.76
1710,"Sayaxché",66998,"Casada(o)",19074,28.47
1710,"Sayaxché",66998,"Separada(o)",1167,1.74
1710,"Sayaxché",66998,"Divorciada(o)",55,0.08
1710,"Sayaxché",66998,"Viuda(o)",1506,2.25
1711,"Melchor de Mencos",21642,"Soltera(o)",8270,38.21
1711,"Melchor de Mencos",21642,"Unida(o)",5945,27.47
1711,"Melchor de Mencos",21642,"Casada(o)",5377,24.85
1711,"Melchor de Mencos",21642,"Separada(o)",1227,5.67
1711,"Melchor de Mencos",21642,"Divorciada(o)",41,0.19
1711,"Melchor de Mencos",21642,"Viuda(o)",782,3.61
1712,"Poptún",39782,"Soltera(o)",16579,41.67
1712,"Poptún",39782,"Unida(o)",9340,23.48
1712,"Poptún",39782,"Casada(o)",10975,27.59
1712,"Poptún",39782,"Separada(o)",1456,3.66
1712,"Poptún",39782,"Divorciada(o)",177,0.44
1712,"Poptún",39782,"Viuda(o)",1255,3.15
1713,"Las Cruces",24023,"Soltera(o)",9803,40.81
1713,"Las Cruces",24023,"Unida(o)",7485,31.16
1713,"Las Cruces",24023,"Casada(o)",5382,22.4
1713,"Las Cruces",24023,"Separada(o)",716,2.98
1713,"Las Cruces",24023,"Divorciada(o)",21,0.09
1713,"Las Cruces",24023,"Viuda(o)",616,2.56
1714,"El Chal",10502,"Soltera(o)",4511,42.95
1714,"El Chal",10502,"Unida(o)",2700,25.71
1714,"El Chal",10502,"Casada(o)",2781,26.48
1714,"El Chal",10502,"Separada(o)",186,1.77
1714,"El Chal",10502,"Divorciada(o)",10,0.1
1714,"El Chal",10502,"Viuda(o)",314,2.99
1801,"Puerto Barrios",82478,"Soltera(o)",36173,43.86
1801,"Puerto Barrios",82478,"Unida(o)",20047,24.31
1801,"Puerto Barrios",82478,"Casada(o)",20247,24.55
1801,"Puerto Barrios",82478,"Separada(o)",2375,2.88
1801,"Puerto Barrios",82478,"Divorciada(o)",384,0.47
1801,"Puerto Barrios",82478,"Viuda(o)",3252,3.94
1802,"Livingston",54638,"Soltera(o)",22845,41.81
1802,"Livingston",54638,"Unida(o)",13912,25.46
1802,"Livingston",54638,"Casada(o)",14728,26.96
1802,"Livingston",54638,"Separada(o)",1453,2.66
1802,"Livingston",54638,"Divorciada(o)",93,0.17
1802,"Livingston",54638,"Viuda(o)",1607,2.94
1803,"El Estor",51752,"Soltera(o)",21483,41.51
1803,"El Estor",51752,"Unida(o)",13029,25.18
1803,"El Estor",51752,"Casada(o)",14755,28.51
1803,"El Estor",51752,"Separada(o)",1220,2.36
1803,"El Estor",51752,"Divorciada(o)",43,0.08
1803,"El Estor",51752,"Viuda(o)",1222,2.36
1804,"Morales",79007,"Soltera(o)",34396,43.54
1804,"Morales",79007,"Unida(o)",20195,25.56
1804,"Morales",79007,"Casada(o)",18244,23.09
1804,"Morales",79007,"Separada(o)",2691,3.41
1804,"Morales",79007,"Divorciada(o)",232,0.29
1804,"Morales",79007,"Viuda(o)",3249,4.11
1805,"Los Amates",47004,"Soltera(o)",20255,43.09
1805,"Los Amates",47004,"Unida(o)",11831,25.17
1805,"Los Amates",47004,"Casada(o)",11328,24.1
1805,"Los Amates",47004,"Separada(o)",1591,3.38
1805,"Los Amates",47004,"Divorciada(o)",90,0.19
1805,"Los Amates",47004,"Viuda(o)",1909,4.06
1901,"Zacapa",48899,"Soltera(o)",20167,41.24
1901,"Zacapa",48899,"Unida(o)",10681,21.84
1901,"Zacapa",48899,"Casada(o)",12979,26.54
1901,"Zacapa",48899,"Separada(o)",2277,4.66
1901,"Zacapa",48899,"Divorciada(o)",304,0.62
1901,"Zacapa",48899,"Viuda(o)",2491,5.09
1902,"Estanzuela",8183,"Soltera(o)",3267,39.92
1902,"Estanzuela",8183,"Unida(o)",1606,19.63
1902,"Estanzuela",8183,"Casada(o)",2690,32.87
1902,"Estanzuela",8183,"Separada(o)",169,2.07
1902,"Estanzuela",8183,"Divorciada(o)",65,0.79
1902,"Estanzuela",8183,"Viuda(o)",386,4.72
1903,"Río Hondo",17492,"Soltera(o)",7002,40.03
1903,"Río Hondo",17492,"Unida(o)",3377,19.31
1903,"Río Hondo",17492,"Casada(o)",5629,32.18
1903,"Río Hondo",17492,"Separada(o)",468,2.68
1903,"Río Hondo",17492,"Divorciada(o)",117,0.67
1903,"Río Hondo",17492,"Viuda(o)",899,5.14
1904,"Gualán",36057,"Soltera(o)",15828,43.9
1904,"Gualán",36057,"Unida(o)",8785,24.36
1904,"Gualán",36057,"Casada(o)",9011,24.99
1904,"Gualán",36057,"Separada(o)",858,2.38
1904,"Gualán",36057,"Divorciada(o)",135,0.37
1904,"Gualán",36057,"Viuda(o)",1440,3.99
1905,"Teculután",14219,"Soltera(o)",6145,43.22
1905,"Teculután",14219,"Unida(o)",3385,23.81
1905,"Teculután",14219,"Casada(o)",3643,25.62
1905,"Teculután",14219,"Separada(o)",395,2.78
1905,"Teculután",14219,"Divorciada(o)",73,0.51
1905,"Teculután",14219,"Viuda(o)",578,4.06
1906,"Usumatlán",9587,"Soltera(o)",4030,42.04
1906,"Usumatlán",9587,"Unida(o)",2478,25.85
1906,"Usumatlán",9587,"Casada(o)",2320,24.2
1906,"Usumatlán",9587,"Separada(o)",380,3.96
1906,"Usumatlán",9587,"Divorciada(o)",16,0.17
1906,"Usumatlán",9587,"Viuda(o)",363,3.79
1907,"Cabañas",10719,"Soltera(o)",4525,42.21
1907,"Cabañas",10719,"Unida(o)",2653,24.75
1907,"Cabañas",10719,"Casada(o)",2431,22.68
1907,"Cabañas",10719,"Separada(o)",623,5.81
1907,"Cabañas",10719,"Divorciada(o)",31,0.29
1907,"Cabañas",10719,"Viuda(o)",456,4.25
1908,"San Diego",5739,"Soltera(o)",2579,44.94
1908,"San Diego",5739,"Unida(o)",1078,18.78
1908,"San Diego",5739,"Casada(o)",1644,28.65
1908,"San Diego",5739,"Separada(o)",161,2.81
1908,"San Diego",5739,"Divorciada(o)",15,0.26
1908,"San Diego",5739,"Viuda(o)",262,4.57
1909,"La Unión",24512,"Soltera(o)",11212,45.74
1909,"La Unión",24512,"Unida(o)",5532,22.57
1909,"La Unión",24512,"Casada(o)",6455,26.33
1909,"La Unión",24512,"Separada(o)",493,2.01
1909,"La Unión",24512,"Divorciada(o)",17,0.07
1909,"La Unión",24512,"Viuda(o)",803,3.28
1910,"Huité",8731,"Soltera(o)",3927,44.98
1910,"Huité",8731,"Unida(o)",2665,30.52
1910,"Huité",8731,"Casada(o)",1705,19.53
1910,"Huité",8731,"Separada(o)",156,1.79
1910,"Huité",8731,"Divorciada(o)",10,0.11
1910,"Huité",8731,"Viuda(o)",268,3.07
1911,"San Jorge",9837,"Soltera(o)",4455,45.29
1911,"San Jorge",9837,"Unida(o)",2310,23.48
1911,"San Jorge",9837,"Casada(o)",2435,24.75
1911,"San Jorge",9837,"Separada(o)",146,1.48
1911,"San Jorge",9837,"Divorciada(o)",25,0.25
1911,"San Jorge",9837,"Viuda(o)",466,4.74
2001,"Chiquimula",87222,"Soltera(o)",38520,44.16
2001,"Chiquimula",87222,"Unida(o)",17305,19.84
2001,"Chiquimula",87222,"Casada(o)",25147,28.83
2001,"Chiquimula",87222,"Separada(o)",2102,2.41
2001,"Chiquimula",87222,"Divorciada(o)",336,0.39
2001,"Chiquimula",87222,"Viuda(o)",3812,4.37
2002,"San José la Arada",7000,"Soltera(o)",2712,38.74
2002,"San José la Arada",7000,"Unida(o)",1523,21.76
2002,"San José la Arada",7000,"Casada(o)",2085,29.79
2002,"San José la Arada",7000,"Separada(o)",318,4.54
2002,"San José la Arada",7000,"Divorciada(o)",16,0.23
2002,"San José la Arada",7000,"Viuda(o)",346,4.94
2003,"San Juan Ermita",12631,"Soltera(o)",5407,42.81
2003,"San Juan Ermita",12631,"Unida(o)",2244,17.77
2003,"San Juan Ermita",12631,"Casada(o)",4208,33.31
2003,"San Juan Ermita",12631,"Separada(o)",271,2.15
2003,"San Juan Ermita",12631,"Divorciada(o)",7,0.06
2003,"San Juan Ermita",12631,"Viuda(o)",494,3.91
2004,"Jocotán",46986,"Soltera(o)",20844,44.36
2004,"Jocotán",46986,"Unida(o)",12043,25.63
2004,"Jocotán",46986,"Casada(o)",11018,23.45
2004,"Jocotán",46986,"Separada(o)",1028,2.19
2004,"Jocotán",46986,"Divorciada(o)",19,0.04
2004,"Jocotán",46986,"Viuda(o)",2034,4.33
2005,"Camotán",40091,"Soltera(o)",18988,47.36
2005,"Camotán",40091,"Unida(o)",10613,26.47
2005,"Camotán",40091,"Casada(o)",8413,20.98
2005,"Camotán",40091,"Separada(o)",637,1.59
2005,"Camotán",40091,"Divorciada(o)",11,0.03
2005,"Camotán",40091,"Viuda(o)",1429,3.56
2006,"Olopa",19651,"Soltera(o)",9095,46.28
2006,"Olopa",19651,"Unida(o)",3184,16.2
2006,"Olopa",19651,"Casada(o)",6253,31.82
2006,"Olopa",19651,"Separada(o)",336,1.71
2006,"Olopa",19651,"Divorciada(o)",7,0.04
2006,"Olopa",19651,"Viuda(o)",776,3.95
2007,"Esquipulas",41600,"Soltera(o)",19342,46.5
2007,"Esquipulas",41600,"Unida(o)",9109,21.9
2007,"Esquipulas",41600,"Casada(o)",10343,24.86
2007,"Esquipulas",41600,"Separada(o)",1002,2.41
2007,"Esquipulas",41600,"Divorciada(o)",112,0.27
2007,"Esquipulas",41600,"Viuda(o)",1692,4.07
2008,"Concepción las Minas",9596,"Soltera(o)",4314,44.96
2008,"Concepción las Minas",9596,"Unida(o)",1648,17.17
2008,"Concepción las Minas",9596,"Casada(o)",2811,29.29
2008,"Concepción las Minas",9596,"Separada(o)",288,3
2008,"Concepción las Minas",9596,"Divorciada(o)",37,0.39
2008,"Concepción las Minas",9596,"Viuda(o)",498,5.19
2009,"Quezaltepeque",22450,"Soltera(o)",10830,48.24
2009,"Quezaltepeque",22450,"Unida(o)",2959,13.18
2009,"Quezaltepeque",22450,"Casada(o)",7191,32.03
2009,"Quezaltepeque",22450,"Separada(o)",420,1.87
2009,"Quezaltepeque",22450,"Divorciada(o)",39,0.17
2009,"Quezaltepeque",22450,"Viuda(o)",1011,4.5
2010,"San Jacinto",10034,"Soltera(o)",4423,44.08
2010,"San Jacinto",10034,"Unida(o)",1714,17.08
2010,"San Jacinto",10034,"Casada(o)",3202,31.91
2010,"San Jacinto",10034,"Separada(o)",243,2.42
2010,"San Jacinto",10034,"Divorciada(o)",10,0.1
2010,"San Jacinto",10034,"Viuda(o)",442,4.41
2011,"Ipala",18276,"Soltera(o)",7571,41.43
2011,"Ipala",18276,"Unida(o)",3427,18.75
2011,"Ipala",18276,"Casada(o)",5776,31.6
2011,"Ipala",18276,"Separada(o)",587,3.21
2011,"Ipala",18276,"Divorciada(o)",53,0.29
2011,"Ipala",18276,"Viuda(o)",862,4.72
2101,"Jalapa",119299,"Soltera(o)",54203,45.43
2101,"Jalapa",119299,"Unida(o)",21522,18.04
2101,"Jalapa",119299,"Casada(o)",34120,28.6
2101,"Jalapa",119299,"Separada(o)",4241,3.55
2101,"Jalapa",119299,"Divorciada(o)",406,0.34
2101,"Jalapa",119299,"Viuda(o)",4807,4.03
2102,"San Pedro Pinula",45635,"Soltera(o)",20007,43.84
2102,"San Pedro Pinula",45635,"Unida(o)",9465,20.74
2102,"San Pedro Pinula",45635,"Casada(o)",13252,29.04
2102,"San Pedro Pinula",45635,"Separada(o)",1031,2.26
2102,"San Pedro Pinula",45635,"Divorciada(o)",35,0.08
2102,"San Pedro Pinula",45635,"Viuda(o)",1845,4.04
2103,"San Luis Jilotepeque",19979,"Soltera(o)",8344,41.76
2103,"San Luis Jilotepeque",19979,"Unida(o)",2961,14.82
2103,"San Luis Jilotepeque",19979,"Casada(o)",6873,34.4
2103,"San Luis Jilotepeque",19979,"Separada(o)",711,3.56
2103,"San Luis Jilotepeque",19979,"Divorciada(o)",36,0.18
2103,"San Luis Jilotepeque",19979,"Viuda(o)",1054,5.28
2104,"San Manuel Chaparrón",6712,"Soltera(o)",2452,36.53
2104,"San Manuel Chaparrón",6712,"Unida(o)",1328,19.79
2104,"San Manuel Chaparrón",6712,"Casada(o)",2324,34.62
2104,"San Manuel Chaparrón",6712,"Separada(o)",236,3.52
2104,"San Manuel Chaparrón",6712,"Divorciada(o)",18,0.27
2104,"San Manuel Chaparrón",6712,"Viuda(o)",354,5.27
2105,"San Carlos Alzatate",13983,"Soltera(o)",6181,44.2
2105,"San Carlos Alzatate",13983,"Unida(o)",2976,21.28
2105,"San Carlos Alzatate",13983,"Casada(o)",3784,27.06
2105,"San Carlos Alzatate",13983,"Separada(o)",561,4.01
2105,"San Carlos Alzatate",13983,"Divorciada(o)",3,0.02
2105,"San Carlos Alzatate",13983,"Viuda(o)",478,3.42
2106,"Monjas",21652,"Soltera(o)",8945,41.31
2106,"Monjas",21652,"Unida(o)",4244,19.6
2106,"Monjas",21652,"Casada(o)",6532,30.17
2106,"Monjas",21652,"Separada(o)",781,3.61
2106,"Monjas",21652,"Divorciada(o)",68,0.31
2106,"Monjas",21652,"Viuda(o)",1082,5
2107,"Mataquescuintla",32301,"Soltera(o)",14304,44.28
2107,"Mataquescuintla",32301,"Unida(o)",6473,20.04
2107,"Mataquescuintla",32301,"Casada(o)",9282,28.74
2107,"Mataquescuintla",32301,"Separada(o)",974,3.02
2107,"Mataquescuintla",32301,"Divorciada(o)",42,0.13
2107,"Mataquescuintla",32301,"Viuda(o)",1226,3.8
2201,"Jutiapa",113667,"Soltera(o)",49597,43.63
2201,"Jutiapa",113667,"Unida(o)",19547,17.2
2201,"Jutiapa",113667,"Casada(o)",36279,31.92
2201,"Jutiapa",113667,"Separada(o)",3128,2.75
2201,"Jutiapa",113667,"Divorciada(o)",326,0.29
2201,"Jutiapa",113667,"Viuda(o)",4790,4.21
2202,"El Progreso",18019,"Soltera(o)",7432,41.25
2202,"El Progreso",18019,"Unida(o)",2679,14.87
2202,"El Progreso",18019,"Casada(o)",6140,34.08
2202,"El Progreso",18019,"Separada(o)",687,3.81
2202,"El Progreso",18019,"Divorciada(o)",111,0.62
2202,"El Progreso",18019,"Viuda(o)",970,5.38
2203,"Santa Catarina Mita",23037,"Soltera(o)",8552,37.12
2203,"Santa Catarina Mita",23037,"Unida(o)",4064,17.64
2203,"Santa Catarina Mita",23037,"Casada(o)",7939,34.46
2203,"Santa Catarina Mita",23037,"Separada(o)",1145,4.97
2203,"Santa Catarina Mita",23037,"Divorciada(o)",96,0.42
2203,"Santa Catarina Mita",23037,"Viuda(o)",1241,5.39
2204,"Agua Blanca",13390,"Soltera(o)",5138,38.37
2204,"Agua Blanca",13390,"Unida(o)",2483,18.54
2204,"Agua Blanca",13390,"Casada(o)",4493,33.55
2204,"Agua Blanca",13390,"Separada(o)",512,3.82
2204,"Agua Blanca",13390,"Divorciada(o)",35,0.26
2204,"Agua Blanca",13390,"Viuda(o)",729,5.44
2205,"Asunción Mita",39361,"Soltera(o)",15914,40.43
2205,"Asunción Mita",39361,"Unida(o)",8041,20.43
2205,"Asunción Mita",39361,"Casada(o)",11547,29.34
2205,"Asunción Mita",39361,"Separada(o)",1675,4.26
2205,"Asunción Mita",39361,"Divorciada(o)",124,0.32
2205,"Asunción Mita",39361,"Viuda(o)",2060,5.23
2206,"Yupiltepeque",13870,"Soltera(o)",6141,44.28
2206,"Yupiltepeque",13870,"Unida(o)",2129,15.35
2206,"Yupiltepeque",13870,"Casada(o)",4495,32.41
2206,"Yupiltepeque",13870,"Separada(o)",425,3.06
2206,"Yupiltepeque",13870,"Divorciada(o)",17,0.12
2206,"Yupiltepeque",13870,"Viuda(o)",663,4.78
2207,"Atescatempa",15103,"Soltera(o)",6098,40.38
2207,"Atescatempa",15103,"Unida(o)",2994,19.82
2207,"Atescatempa",15103,"Casada(o)",4694,31.08
2207,"Atescatempa",15103,"Separada(o)",536,3.55
2207,"Atescatempa",15103,"Divorciada(o)",32,0.21
2207,"Atescatempa",15103,"Viuda(o)",749,4.96
2208,"Jerez",5211,"Soltera(o)",1929,37.02
2208,"Jerez",5211,"Unida(o)",1357,26.04
2208,"Jerez",5211,"Casada(o)",1221,23.43
2208,"Jerez",5211,"Separada(o)",398,7.64
2208,"Jerez",5211,"Divorciada(o)",15,0.29
2208,"Jerez",5211,"Viuda(o)",291,5.58
2209,"El Adelanto",5158,"Soltera(o)",2285,44.3
2209,"El Adelanto",5158,"Unida(o)",636,12.33
2209,"El Adelanto",5158,"Casada(o)",1831,35.5
2209,"El Adelanto",5158,"Separada(o)",162,3.14
2209,"El Adelanto",5158,"Divorciada(o)",7,0.14
2209,"El Adelanto",5158,"Viuda(o)",237,4.59
2210,"Zapotitlán",7257,"Soltera(o)",3323,45.79
2210,"Zapotitlán",7257,"Unida(o)",1125,15.5
2210,"Zapotitlán",7257,"Casada(o)",2295,31.62
2210,"Zapotitlán",7257,"Separada(o)",185,2.55
2210,"Zapotitlán",7257,"Divorciada(o)",5,0.07
2210,"Zapotitlán",7257,"Viuda(o)",324,4.46
2211,"Comapa",24338,"Soltera(o)",10301,42.32
2211,"Comapa",24338,"Unida(o)",3696,15.19
2211,"Comapa",24338,"Casada(o)",8971,36.86
2211,"Comapa",24338,"Separada(o)",319,1.31
2211,"Comapa",24338,"Divorciada(o)",41,0.17
2211,"Comapa",24338,"Viuda(o)",1010,4.15
2212,"Jalpatagua",22827,"Soltera(o)",9385,41.11
2212,"Jalpatagua",22827,"Unida(o)",4164,18.24
2212,"Jalpatagua",22827,"Casada(o)",7232,31.68
2212,"Jalpatagua",22827,"Separada(o)",866,3.79
2212,"Jalpatagua",22827,"Divorciada(o)",63,0.28
2212,"Jalpatagua",22827,"Viuda(o)",1117,4.89
2213,"Conguaco",17035,"Soltera(o)",8111,47.61
2213,"Conguaco",17035,"Unida(o)",3496,20.52
2213,"Conguaco",17035,"Casada(o)",4528,26.58
2213,"Conguaco",17035,"Separada(o)",299,1.76
2213,"Conguaco",17035,"Divorciada(o)",9,0.05
2213,"Conguaco",17035,"Viuda(o)",592,3.48
2214,"Moyuta",30656,"Soltera(o)",13230,43.16
2214,"Moyuta",30656,"Unida(o)",8237,26.87
2214,"Moyuta",30656,"Casada(o)",6949,22.67
2214,"Moyuta",30656,"Separada(o)",728,2.37
2214,"Moyuta",30656,"Divorciada(o)",36,0.12
2214,"Moyuta",30656,"Viuda(o)",1476,4.81
2215,"Pasaco",6939,"Soltera(o)",2829,40.77
2215,"Pasaco",6939,"Unida(o)",1725,24.86
2215,"Pasaco",6939,"Casada(o)",1625,23.42
2215,"Pasaco",6939,"Separada(o)",408,5.88
2215,"Pasaco",6939,"Divorciada(o)",6,0.09
2215,"Pasaco",6939,"Viuda(o)",346,4.99
2216,"San José Acatempa",10832,"Soltera(o)",4080,37.67
2216,"San José Acatempa",10832,"Unida(o)",811,7.49
2216,"San José Acatempa",10832,"Casada(o)",5049,46.61
2216,"San José Acatempa",10832,"Separada(o)",172,1.59
2216,"San José Acatempa",10832,"Divorciada(o)",34,0.31
2216,"San José Acatempa",10832,"Viuda(o)",686,6.33
2217,"Quesada",18028,"Soltera(o)",7270,40.33
2217,"Quesada",18028,"Unida(o)",3194,17.72
2217,"Quesada",18028,"Casada(o)",5832,32.35
2217,"Quesada",18028,"Separada(o)",812,4.5
2217,"Quesada",18028,"Divorciada(o)",37,0.21
2217,"Quesada",18028,"Viuda(o)",883,4.9
