"Código","Municipio","Población de 10 años o más","Estado Civil","Cantidad","Porcentaje de Poblacion"
1225,"San Cristóbal Cucho",12530,"Soltera(o)",5076,40.51
1225,"San Cristóbal Cucho",12530,"Unida(o)",1289,10.29
1225,"San Cristóbal Cucho",12530,"Casada(o)",5508,43.96
1225,"San Cristóbal Cucho",12530,"Separada(o)",175,1.4
1225,"San Cristóbal Cucho",12530,"Divorciada(o)",9,0.07
1225,"San Cristóbal Cucho",12530,"Viuda(o)",473,3.77
1226,"Sipacapa",14239,"Soltera(o)",6791,47.69
1226,"Sipacapa",14239,"Unida(o)",3004,21.1
1226,"Sipacapa",14239,"Casada(o)",3937,27.65
1226,"Sipacapa",14239,"Separada(o)",59,0.41
1226,"Sipacapa",14239,"Divorciada(o)",6,0.04
1226,"Sipacapa",14239,"Viuda(o)",442,3.1
1227,"Esquipulas Palo Gordo",9760,"Soltera(o)",4145,42.47
1227,"Esquipulas Palo Gordo",9760,"Unida(o)",1391,14.25
1227,"Esquipulas Palo Gordo",9760,"Casada(o)",3675,37.65
1227,"Esquipulas Palo Gordo",9760,"Separada(o)",193,1.98
1227,"Esquipulas Palo Gordo",9760,"Divorciada(o)",20,0.2
1227,"Esquipulas Palo Gordo",9760,"Viuda(o)",336,3.44
1228,"Río Blanco",4100,"Soltera(o)",1828,44.59
1228,"Río Blanco",4100,"Unida(o)",750,18.29
1228,"Río Blanco",4100,"Casada(o)",1227,29.93
1228,"Río Blanco",4100,"Separada(o)",73,1.78
1228,"Río Blanco",4100,"Divorciada(o)",9,0.22
1228,"Río Blanco",4100,"Viuda(o)",213,5.2
1229,"San Lorenzo",9915,"Soltera(o)",4044,40.79
1229,"San Lorenzo",9915,"Unida(o)",1573,15.86
1229,"San Lorenzo",9915,"Casada(o)",3655,36.86
1229,"San Lorenzo",9915,"Separada(o)",301,3.04
1229,"San Lorenzo",9915,"Divorciada(o)",9,0.09
1229,"San Lorenzo",9915,"Viuda(o)",333,3.36
1230,"La Blanca",21872,"Soltera(o)",8942,40.88
1230,"La Blanca",21872,"Unida(o)",5761,26.34
1230,"La Blanca",21872,"Casada(o)",5639,25.78
1230,"La Blanca",21872,"Separada(o)",746,3.41
1230,"La Blanca",21872,"Divorciada(o)",31,0.14
1230,"La Blanca",21872,"Viuda(o)",753,3.44
1301,"Huehuetenango",93769,"Soltera(o)",41026,43.75
1301,"Huehuetenango",93769,"Unida(o)",11646,12.42
1301,"Huehuetenango",93769,"Casada(o)",34972,37.3
1301,"Huehuetenango",93769,"Separada(o)",2488,2.65
1301,"Huehuetenango",93769,"Divorciada(o)",466,0.5
1301,"Huehuetenango",93769,"Viuda(o)",3171,3.38
1302,"Chiantla",65317,"Soltera(o)",27733,42.46
1302,"Chiantla",65317,"Unida(o)",9285,14.22
1302,"Chiantla",65317,"Casada(o)",25928,39.7
1302,"Chiantla",65317,"Separada(o)",759,1.16
1302,"Chiantla",65317,"Divorciada(o)",72,0.11
1302,"Chiantla",65317,"Viuda(o)",1540,2.36
1303,"Malacatancito",14602,"Soltera(o)",6436,44.08
1303,"Malacatancito",14602,"Unida(o)",2397,16.42
1303,"Malacatancito",14602,"Casada(o)",4846,33.19
1303,"Malacatancito",14602,"Separada(o)",304,2.08
1303,"Malacatancito",14602,"Divorciada(o)",24,0.16
1303,"Malacatancito",14602,"Viuda(o)",595,4.07
1304,"Cuilco",43358,"Soltera(o)",17275,39.84
1304,"Cuilco",43358,"Unida(o)",11445,26.4
1304,"Cuilco",43358,"Casada(o)",12197,28.13
1304,"Cuilco",43358,"Separada(o)",925,2.13
1304,"Cuilco",43358,"Divorciada(o)",24,0.06
1304,"Cuilco",43358,"Viuda(o)",1492,3.44
1305,"Nentón",32476,"Soltera(o)",12028,37.04
1305,"Nentón",32476,"Unida(o)",11219,34.55
1305,"Nentón",32476,"Casada(o)",7204,22.18
1305,"Nentón",32476,"Separada(o)",897,2.76
1305,"Nentón",32476,"Divorciada(o)",15,0.05
1305,"Nentón",32476,"Viuda(o)",1113,3.43
1306,"San Pedro Necta",28313,"Soltera(o)",12174,43
1306,"San Pedro Necta",28313,"Unida(o)",5720,20.2
1306,"San Pedro Necta",28313,"Casada(o)",9284,32.79
1306,"San Pedro Necta",28313,"Separada(o)",317,1.12
1306,"San Pedro Necta",28313,"Divorciada(o)",15,0.05
1306,"San Pedro Necta",28313,"Viuda(o)",803,2.84
1307,"Jacaltenango",29213,"Soltera(o)",10683,36.57
1307,"Jacaltenango",29213,"Unida(o)",4280,14.65
1307,"Jacaltenango",29213,"Casada(o)",12443,42.59
1307,"Jacaltenango",29213,"Separada(o)",695,2.38
1307,"Jacaltenango",29213,"Divorciada(o)",33,0.11
1307,"Jacaltenango",29213,"Viuda(o)",1079,3.69
1308,"San Pedro Soloma",34404,"Soltera(o)",14841,43.14
1308,"San Pedro Soloma",34404,"Unida(o)",6855,19.93
1308,"San Pedro Soloma",34404,"Casada(o)",10599,30.81
1308,"San Pedro Soloma",34404,"Separada(o)",728,2.12
1308,"San Pedro Soloma",34404,"Divorciada(o)",28,0.08
1308,"San Pedro Soloma",34404,"Viuda(o)",1353,3.93
1309,"San Ildefonso Ixtahuacán",31502,"Soltera(o)",13643,43.31
1309,"San Ildefonso Ixtahuacán",31502,"Unida(o)",10518,33.39
1309,"San Ildefonso Ixtahuacán",31502,"Casada(o)",5272,16.74
1309,"San Ildefonso Ixtahuacán",31502,"Separada(o)",868,2.76
1309,"San Ildefonso Ixtahuacán",31502,"Divorciada(o)",12,0.04
1309,"San Ildefonso Ixtahuacán",31502,"Viuda(o)",1189,3.77
1310,"Santa Bárbara",23836,"Soltera(o)",9956,41.77
1310,"Santa Bárbara",23836,"Unida(o)",7427,31.16
1310,"Santa Bárbara",23836,"Casada(o)",4928,20.67
1310,"Santa Bárbara",23836,"Separada(o)",700,2.94
1310,"Santa Bárbara",23836,"Divorciada(o)",8,0.03
1310,"Santa Bárbara",23836,"Viuda(o)",817,3.43
1311,"La Libertad",28004,"Soltera(o)",11180,39.92
1311,"La Libertad",28004,"Unida(o)",5762,20.58
1311,"La Libertad",28004,"Casada(o)",9819,35.06
1311,"La Libertad",28004,"Separada(o)",465,1.66
1311,"La Libertad",28004,"Divorciada(o)",14,0.05
1311,"La Libertad",28004,"Viuda(o)",764,2.73
1312,"La Democracia",41072,"Soltera(o)",17106,41.65
1312,"La Democracia",41072,"Unida(o)",9603,23.38
1312,"La Democracia",41072,"Casada(o)",12432,30.27
1312,"La Democracia",41072,"Separada(o)",703,1.71
1312,"La Democracia",41072,"Divorciada(o)",49,0.12
1312,"La Democracia",41072,"Viuda(o)",1179,2.87
1313,"San Miguel Acatán",18575,"Soltera(o)",7293,39.26
1313,"San Miguel Acatán",18575,"Unida(o)",7005,37.71
1313,"San Miguel Acatán",18575,"Casada(o)",3296,17.74
1313,"San Miguel Acatán",18575,"Separada(o)",310,1.67
1313,"San Miguel Acatán",18575,"Divorciada(o)",18,0.1
1313,"San Miguel Acatán",18575,"Viuda(o)",653,3.52
1314,"San Rafael La Independencia",9847,"Soltera(o)",3855,39.15
1314,"San Rafael La Independencia",9847,"Unida(o)",2795,28.38
1314,"San Rafael La Independencia",9847,"Casada(o)",2604,26.44
1314,"San Rafael La Independencia",9847,"Separada(o)",166,1.69
1314,"San Rafael La Independencia",9847,"Divorciada(o)",1,0.01
1314,"San Rafael La Independencia",9847,"Viuda(o)",426,4.33
1315,"Todos Santos Cuchumatán",22194,"Soltera(o)",8282,37.32
1315,"Todos Santos Cuchumatán",22194,"Unida(o)",6657,29.99
1315,"Todos Santos Cuchumatán",22194,"Casada(o)",6097,27.47
1315,"Todos Santos Cuchumatán",22194,"Separada(o)",375,1.69
1315,"Todos Santos Cuchumatán",22194,"Divorciada(o)",3,0.01
1315,"Todos Santos Cuchumatán",22194,"Viuda(o)",780,3.51
1316,"San Juan Atitán",14466,"Soltera(o)",5506,38.06
1316,"San Juan Atitán",14466,"Unida(o)",5052,34.92
1316,"San Juan Atitán",14466,"Casada(o)",3194,22.08
1316,"San Juan Atitán",14466,"Separada(o)",256,1.77
1316,"San Juan Atitán",14466,"Divorciada(o)",11,0.08
1316,"San Juan Atitán",14466,"Viuda(o)",447,3.09
1317,"Santa Eulalia",27400,"Soltera(o)",12093,44.14
1317,"Santa Eulalia",27400,"Unida(o)",5243,19.14
1317,"Santa Eulalia",27400,"Casada(o)",8792,32.09
1317,"Santa Eulalia",27400,"Separada(o)",337,1.23
1317,"Santa Eulalia",27400,"Divorciada(o)",34,0.12
1317,"Santa Eulalia",27400,"Viuda(o)",901,3.29
1318,"San Mateo Ixtatán",30291,"Soltera(o)",11887,39.24
1318,"San Mateo Ixtatán",30291,"Unida(o)",12431,41.04
1318,"San Mateo Ixtatán",30291,"Casada(o)",4391,14.5
1318,"San Mateo Ixtatán",30291,"Separada(o)",660,2.18
1318,"San Mateo Ixtatán",30291,"Divorciada(o)",28,0.09
1318,"San Mateo Ixtatán",30291,"Viuda(o)",894,2.95
1319,"Colotenango",24217,"Soltera(o)",9500,39.23
1319,"Colotenango",24217,"Unida(o)",8730,36.05
1319,"Colotenango",24217,"Casada(o)",4728,19.52
1319,"Colotenango",24217,"Separada(o)",567,2.34
1319,"Colotenango",24217,"Divorciada(o)",10,0.04
1319,"Colotenango",24217,"Viuda(o)",682,2.82
1320,"San Sebastián Huehuetenango",23601,"Soltera(o)",10456,44.3
1320,"San Sebastián Huehuetenango",23601,"Unida(o)",5476,23.2
1320,"San Sebastián Huehuetenango",23601,"Casada(o)",6691,28.35
1320,"San Sebastián Huehuetenango",23601,"Separada(o)",233,0.99
1320,"San Sebastián Huehuetenango",23601,"Divorciada(o)",6,0.03
1320,"San Sebastián Huehuetenango",23601,"Viuda(o)",739,3.13
1321,"Tectitán",7808,"Soltera(o)",3249,41.61
1321,"Tectitán",7808,"Unida(o)",1874,24
1321,"Tectitán",7808,"Casada(o)",2241,28.7
1321,"Tectitán",7808,"Separada(o)",144,1.84
1321,"Tectitán",7808,"Divorciada(o)",4,0.05
1321,"Tectitán",7808,"Viuda(o)",296,3.79
1322,"Concepción Huista",13570,"Soltera(o)",5048,37.2
1322,"Concepción Huista",13570,"Unida(o)",3807,28.05
1322,"Concepción Huista",13570,"Casada(o)",4103,30.24
1322,"Concepción Huista",13570,"Separada(o)",218,1.61
1322,"Concepción Huista",13570,"Divorciada(o)",2,0.01
1322,"Concepción Huista",13570,"Viuda(o)",392,2.89
1323,"San Juan Ixcoy",16265,"Soltera(o)",6922,42.56
1323,"San Juan Ixcoy",16265,"Unida(o)",5045,31.02
1323,"San Juan Ixcoy",16265,"Casada(o)",3480,21.4
1323,"San Juan Ixcoy",16265,"Separada(o)",402,2.47
1323,"San Juan Ixcoy",16265,"Divorciada(o)",6,0.04
1323,"San Juan Ixcoy",16265,"Viuda(o)",410,2.52
1324,"San Antonio Huista",12799,"Soltera(o)",4982,38.92
1324,"San Antonio Huista",12799,"Unida(o)",2733,21.35
1324,"San Antonio Huista",12799,"Casada(o)",4352,34
1324,"San Antonio Huista",12799,"Separada(o)",320,2.5
1324,"San Antonio Huista",12799,"Divorciada(o)",14,0.11
1324,"San Antonio Huista",12799,"Viuda(o)",398,3.11
1325,"San Sebastián Coatán",15075,"Soltera(o)",5344,35.45
1325,"San Sebastián Coatán",15075,"Unida(o)",2815,18.67
1325,"San Sebastián Coatán",15075,"Casada(o)",6044,40.09
1325,"San Sebastián Coatán",15075,"Separada(o)",327,2.17
1325,"San Sebastián Coatán",15075,"Divorciada(o)",20,0.13
1325,"San Sebastián Coatán",15075,"Viuda(o)",525,3.48
1326,"Santa Cruz Barillas",71312,"Soltera(o)",30904,43.34
1326,"Santa Cruz Barillas",71312,"Unida(o)",16553,23.21
1326,"Santa Cruz Barillas",71312,"Casada(o)",20849,29.24
1326,"Santa Cruz Barillas",71312,"Separada(o)",992,1.39
1326,"Santa Cruz Barillas",71312,"Divorciada(o)",75,0.11
1326,"Santa Cruz Barillas",71312,"Viuda(o)",1939,2.72
1327,"Aguacatán",37854,"Soltera(o)",16449,43.45
1327,"Aguacatán",37854,"Unida(o)",7504,19.82
1327,"Aguacatán",37854,"Casada(o)",11938,31.54
1327,"Aguacatán",37854,"Separada(o)",672,1.78
1327,"Aguacatán",37854,"Divorciada(o)",26,0.07
1327,"Aguacatán",37854,"Viuda(o)",1265,3.34
1328,"San Rafael Petzal",8275,"Soltera(o)",3463,41.85
1328,"San Rafael Petzal",8275,"Unida(o)",2688,32.48
1328,"San Rafael Petzal",8275,"Casada(o)",1715,20.73
1328,"San Rafael Petzal",8275,"Separada(o)",176,2.13
1328,"San Rafael Petzal",8275,"Divorciada(o)",2,0.02
1328,"San Rafael Petzal",8275,"Viuda(o)",231,2.79
1329,"San Gaspar Ixchil",5576,"Soltera(o)",2400,43.04
1329,"San Gaspar Ixchil",5576,"Unida(o)",1696,30.42
1329,"San Gaspar Ixchil",5576,"Casada(o)",1079,19.35
1329,"San Gaspar Ixchil",5576,"Separada(o)",199,3.57
1329,"San Gaspar Ixchil",5576,"Divorciada(o)",0,0
1329,"San Gaspar Ixchil",5576,"Viuda(o)",202,3.62
1330,"Santiago Chimaltenango",8103,"Soltera(o)",2776,34.26
1330,"Santiago Chimaltenango",8103,"Unida(o)",2776,34.26
1330,"Santiago Chimaltenango",8103,"Casada(o)",2060,25.42
1330,"Santiago Chimaltenango",8103,"Separada(o)",207,2.55
1330,"Santiago Chimaltenango",8103,"Divorciada(o)",1,0.01
1330,"Santiago Chimaltenango",8103,"Viuda(o)",283,3.49
1331,"Santa Ana Huista",7264,"Soltera(o)",2744,37.78
1331,"Santa Ana Huista",7264,"Unida(o)",1742,23.98
1331,"Santa Ana Huista",7264,"Casada(o)",2291,31.54
1331,"Santa Ana Huista",7264,"Separada(o)",202,2.78
1331,"Santa Ana Huista",7264,"Divorciada(o)",10,0.14
1331,"Santa Ana Huista",7264,"Viuda(o)",275,3.79
1332,"Unión Cantinil",11849,"Soltera(o)",4785,40.38
1332,"Unión Cantinil",11849,"Unida(o)",2534,21.39
1332,"Unión Cantinil",11849,"Casada(o)",4082,34.45
1332,"Unión Cantinil",11849,"Separada(o)",100,0.84
1332,"Unión Cantinil",11849,"Divorciada(o)",4,0.03
1332,"Unión Cantinil",11849,"Viuda(o)",344,2.9
1333,"Petatán",4543,"Soltera(o)",1670,36.76
1333,"Petatán",4543,"Unida(o)",1154,25.4
1333,"Petatán",4543,"Casada(o)",1501,33.04
1333,"Petatán",4543,"Separada(o)",109,2.4
1333,"Petatán",4543,"Divorciada(o)",1,0.02
1333,"Petatán",4543,"Viuda(o)",108,2.38
1401,"Santa Cruz del Quiché",60728,"Soltera(o)",28327,46.65
1401,"Santa Cruz del Quiché",60728,"Unida(o)",7362,12.12
1401,"Santa Cruz del Quiché",60728,"Casada(o)",20831,34.3
1401,"Santa Cruz del Quiché",60728,"Separada(o)",1050,1.73
1401,"Santa Cruz del Quiché",60728,"Divorciada(o)",199,0.33
1401,"Santa Cruz del Quiché",60728,"Viuda(o)",2959,4.87
1402,"Chiché",21972,"Soltera(o)",10361,47.16
1402,"Chiché",21972,"Unida(o)",3632,16.53
1402,"Chiché",21972,"Casada(o)",6689,30.44
1402,"Chiché",21972,"Separada(o)",251,1.14
1402,"Chiché",21972,"Divorciada(o)",28,0.13
1402,"Chiché",21972,"Viuda(o)",1011,4.6
1403,"Chinique",8628,"Soltera(o)",3825,44.33
1403,"Chinique",8628,"Unida(o)",1108,12.84
1403,"Chinique",8628,"Casada(o)",3154,36.56
1403,"Chinique",8628,"Separada(o)",131,1.52
1403,"Chinique",8628,"Divorciada(o)",18,0.21
1403,"Chinique",8628,"Viuda(o)",392,4.54
1404,"Zacualpa",24376,"Soltera(o)",10840,44.47
1404,"Zacualpa",24376,"Unida(o)",5347,21.94
1404,"Zacualpa",24376,"Casada(o)",6554,26.89
1404,"Zacualpa",24376,"Separada(o)",613,2.51
1404,"Zacualpa",24376,"Divorciada(o)",18,0.07
1404,"Zacualpa",24376,"Viuda(o)",1004,4.12
1405,"Chajul",34135,"Soltera(o)",14266,41.79
1405,"Chajul",34135,"Unida(o)",8114,23.77
1405,"Chajul",34135,"Casada(o)",10234,29.98
1405,"Chajul",34135,"Separada(o)",494,1.45
1405,"Chajul",34135,"Divorciada(o)",49,0.14
1405,"Chajul",34135,"Viuda(o)",978,2.87
1406,"Santo Tomás Chichicastenango",107739,"Soltera(o)",51825,48.1
1406,"Santo Tomás Chichicastenango",107739,"Unida(o)",16093,14.94
1406,"Santo Tomás Chichicastenango",107739,"Casada(o)",34750,32.25
1406,"Santo Tomás Chichicastenango",107739,"Separada(o)",1104,1.02
1406,"Santo Tomás Chichicastenango",107739,"Divorciada(o)",90,0.08
1406,"Santo Tomás Chichicastenango",107739,"Viuda(o)",3877,3.6
1407,"Patzité",4499,"Soltera(o)",2047,45.5
1407,"Patzité",4499,"Unida(o)",405,9
1407,"Patzité",4499,"Casada(o)",1756,39.03
1407,"Patzité",4499,"Separada(o)",73,1.62
1407,"Patzité",4499,"Divorciada(o)",5,0.11
1407,"Patzité",4499,"Viuda(o)",213,4.73
1408,"San Antonio Ilotenango",18221,"Soltera(o)",8230,45.17
1408,"San Antonio Ilotenango",18221,"Unida(o)",2317,12.72
1408,"San Antonio Ilotenango",18221,"Casada(o)",6668,36.6
1408,"San Antonio Ilotenango",18221,"Separada(o)",310,1.7
1408,"San Antonio Ilotenango",18221,"Divorciada(o)",6,0.03
1408,"San Antonio Ilotenango",18221,"Viuda(o)",690,3.79
1409,"San Pedro Jocopilas",23419,"Soltera(o)",10701,45.69
1409,"San Pedro Jocopilas",23419,"Unida(o)",4278,18.27
1409,"San Pedro Jocopilas",23419,"Casada(o)",7154,30.55
1409,"San Pedro Jocopilas",23419,"Separada(o)",350,1.49
1409,"San Pedro Jocopilas",23419,"Divorciada(o)",22,0.09
1409,"San Pedro Jocopilas",23419,"Viuda(o)",914,3.9
1410,"Cunén",29225,"Soltera(o)",13184,45.11
1410,"Cunén",29225,"Unida(o)",6351,21.73
1410,"Cunén",29225,"Casada(o)",8564,29.3
1410,"Cunén",29225,"Separada(o)",240,0.82
1410,"Cunén",29225,"Divorciada(o)",10,0.03
1410,"Cunén",29225,"Viuda(o)",876,3
1411,"San Juan Cotzal",22876,"Soltera(o)",10635,46.49
1411,"San Juan Cotzal",22876,"Unida(o)",4208,18.39
1411,"San Juan Cotzal",22876,"Casada(o)",6832,29.87
1411,"San Juan Cotzal",22876,"Separada(o)",294,1.29
1411,"San Juan Cotzal",22876,"Divorciada(o)",13,0.06
1411,"San Juan Cotzal",22876,"Viuda(o)",894,3.91
1412,"Joyabaj",58916,"Soltera(o)",24558,41.68
1412,"Joyabaj",58916,"Unida(o)",17025,28.9
1412,"Joyabaj",58916,"Casada(o)",13482,22.88
1412,"Joyabaj",58916,"Separada(o)",1238,2.1
1412,"Joyabaj",58916,"Divorciada(o)",84,0.14
1412,"Joyabaj",58916,"Viuda(o)",2529,4.29
1413,"Santa María Nebaj",55731,"Soltera(o)",24621,44.18
1413,"Santa María Nebaj",55731,"Unida(o)",11804,21.18
1413,"Santa María Nebaj",55731,"Casada(o)",16048,28.8
1413,"Santa María Nebaj",55731,"Separada(o)",1283,2.3
1413,"Santa María Nebaj",55731,"Divorciada(o)",82,0.15
1413,"Santa María Nebaj",55731,"Viuda(o)",1893,3.4
1414,"San Andrés Sajcabajá",19105,"Soltera(o)",7763,40.63
1414,"San Andrés Sajcabajá",19105,"Unida(o)",5510,28.84
1414,"San Andrés Sajcabajá",19105,"Casada(o)",4574,23.94
1414,"San Andrés Sajcabajá",19105,"Separada(o)",369,1.93
1414,"San Andrés Sajcabajá",19105,"Divorciada(o)",17,0.09
1414,"San Andrés Sajcabajá",19105,"Viuda(o)",872,4.56
1415,"San Miguel Uspantán",46803,"Soltera(o)",20153,43.06
1415,"San Miguel Uspantán",46803,"Unida(o)",8320,17.78
1415,"San Miguel Uspantán",46803,"Casada(o)",16397,35.03
1415,"San Miguel Uspantán",46803,"Separada(o)",528,1.13
1415,"San Miguel Uspantán",46803,"Divorciada(o)",53,0.11
1415,"San Miguel Uspantán",46803,"Viuda(o)",1352,2.89
1416,"Sacapulas",38586,"Soltera(o)",17247,44.7
1416,"Sacapulas",38586,"Unida(o)",6155,15.95
1416,"Sacapulas",38586,"Casada(o)",13263,34.37
1416,"Sacapulas",38586,"Separada(o)",439,1.14
1416,"Sacapulas",38586,"Divorciada(o)",28,0.07
1416,"Sacapulas",38586,"Viuda(o)",1454,3.77
1417,"San Bartolomé Jocotenango",9699,"Soltera(o)",4531,46.72
1417,"San Bartolomé Jocotenango",9699,"Unida(o)",1812,18.68
1417,"San Bartolomé Jocotenango",9699,"Casada(o)",2898,29.88
1417,"San Bartolomé Jocotenango",9699,"Separada(o)",83,0.86
1417,"San Bartolomé Jocotenango",9699,"Divorciada(o)",11,0.11
1417,"San Bartolomé Jocotenango",9699,"Viuda(o)",364,3.75
1418,"Canillá",9169,"Soltera(o)",3477,37.92
1418,"Canillá",9169,"Unida(o)",2596,28.31
1418,"Canillá",9169,"Casada(o)",2540,27.7
1418,"Canillá",9169,"Separada(o)",200,2.18
1418,"Canillá",9169,"Divorciada(o)",13,0.14
1418,"Canillá",9169,"Viuda(o)",343,3.74
1419,"Chicamán",28167,"Soltera(o)",12169,43.2
1419,"Chicamán",28167,"Unida(o)",4636,16.46
1419,"Chicamán",28167,"Casada(o)",10095,35.84
1419,"Chicamán",28167,"Separada(o)",354,1.26
1419,"Chicamán",28167,"Divorciada(o)",12,0.04
1419,"Chicamán",28167,"Viuda(o)",901,3.2
1420,"Playa Grande Ixcán",70491,"Soltera(o)",29271,41.52
1420,"Playa Grande Ixcán",70491,"Unida(o)",18429,26.14
1420,"Playa Grande Ixcán",70491,"Casada(o)",19518,27.69
1420,"Playa Grande Ixcán",70491,"Separada(o)",1635,2.32
1420,"Playa Grande Ixcán",70491,"Divorciada(o)",35,0.05
1420,"Playa Grande Ixcán",70491,"Viuda(o)",1603,2.27
1421,"Pachalum",6982,"Soltera(o)",2912,41.71
1421,"Pachalum",6982,"Unida(o)",1401,20.07
1421,"Pachalum",6982,"Casada(o)",2104,30.13
1421,"Pachalum",6982,"Separada(o)",250,3.58
1421,"Pachalum",6982,"Divorciada(o)",15,0.21
1421,"Pachalum",6982,"Viuda(o)",300,4.3
1501,"Salamá",50921,"Soltera(o)",21757,42.73
1501,"Salamá",50921,"Unida(o)",7961,15.63
1501,"Salamá",50921,"Casada(o)",17994,35.34
1501,"Salamá",50921,"Separada(o)",1196,2.35
1501,"Salamá",50921,"Divorciada(o)",204,0.4
1501,"Salamá",50921,"Viuda(o)",1809,3.55
1502,"San Miguel Chicaj",25023,"Soltera(o)",10285,41.1
1502,"San Miguel Chicaj",25023,"Unida(o)",2539,10.15
1502,"San Miguel Chicaj",25023,"Casada(o)",10880,43.48
1502,"San Miguel Chicaj",25023,"Separada(o)",438,1.75
1502,"San Miguel Chicaj",25023,"Divorciada(o)",26,0.1
1502,"San Miguel Chicaj",25023,"Viuda(o)",855,3.42
1503,"Rabinal",32172,"Soltera(o)",13546,42.1
1503,"Rabinal",32172,"Unida(o)",3589,11.16
1503,"Rabinal",32172,"Casada(o)",12414,38.59
1503,"Rabinal",32172,"Separada(o)",1013,3.15
1503,"Rabinal",32172,"Divorciada(o)",85,0.26
1503,"Rabinal",32172,"Viuda(o)",1525,4.74
1504,"Cubulco",41703,"Soltera(o)",15713,37.68
1504,"Cubulco",41703,"Unida(o)",10220,24.51
1504,"Cubulco",41703,"Casada(o)",13569,32.54
1504,"Cubulco",41703,"Separada(o)",689,1.65
1504,"Cubulco",41703,"Divorciada(o)",49,0.12
1504,"Cubulco",41703,"Viuda(o)",1463,3.51
1505,"Granados",10861,"Soltera(o)",4232,38.97
1505,"Granados",10861,"Unida(o)",2194,20.2
1505,"Granados",10861,"Casada(o)",3451,31.77
1505,"Granados",10861,"Separada(o)",445,4.1
1505,"Granados",10861,"Divorciada(o)",42,0.39
1505,"Granados",10861,"Viuda(o)",497,4.58
1506,"Santa Cruz El Chol",7649,"Soltera(o)",3154,41.23
1506,"Santa Cruz El Chol",7649,"Unida(o)",935,12.22
1506,"Santa Cruz El Chol",7649,"Casada(o)",2907,38
1506,"Santa Cruz El Chol",7649,"Separada(o)",318,4.16
1506,"Santa Cruz El Chol",7649,"Divorciada(o)",16,0.21
1506,"Santa Cruz El Chol",7649,"Viuda(o)",319,4.17
1507,"San Jerónimo",19708,"Soltera(o)",8278,42
1507,"San Jerónimo",19708,"Unida(o)",3390,17.2
1507,"San Jerónimo",19708,"Casada(o)",6734,34.17
1507,"San Jerónimo",19708,"Separada(o)",532,2.7
1507,"San Jerónimo",19708,"Divorciada(o)",58,0.29
1507,"San Jerónimo",19708,"Viuda(o)",716,3.63
1508,"Purulhá",39468,"Soltera(o)",16114,40.83
1508,"Purulhá",39468,"Unida(o)",8995,22.79
1508,"Purulhá",39468,"Casada(o)",12316,31.21
1508,"Purulhá",39468,"Separada(o)",942,2.39
1508,"Purulhá",39468,"Divorciada(o)",36,0.09
1508,"Purulhá",39468,"Viuda(o)",1065,2.7
1601,"Cobán",160801,"Soltera(o)",69862,43.45
1601,"Cobán",160801,"Unida(o)",25896,16.1
1601,"Cobán",160801,"Casada(o)",55409,34.46
1601,"Cobán",160801,"Separada(o)",4255,2.65
1601,"Cobán",160801,"Divorciada(o)",561,0.35
1601,"Cobán",160801,"Viuda(o)",4818,3
1602,"Santa Cruz Verapaz",23877,"Soltera(o)",10836,45.38
1602,"Santa Cruz Verapaz",23877,"Unida(o)",3548,14.86
1602,"Santa Cruz Verapaz",23877,"Casada(o)",8091,33.89
1602,"Santa Cruz Verapaz",23877,"Separada(o)",637,2.67
1602,"Santa Cruz Verapaz",23877,"Divorciada(o)",37,0.15
1602,"Santa Cruz Verapaz",23877,"Viuda(o)",728,3.05
1603,"San Cristóbal Verapaz",49852,"Soltera(o)",22248,44.63
1603,"San Cristóbal Verapaz",49852,"Unida(o)",5689,11.41
1603,"San Cristóbal Verapaz",49852,"Casada(o)",19123,38.36
1603,"San Cristóbal Verapaz",49852,"Separada(o)",980,1.97
1603,"San Cristóbal Verapaz",49852,"Divorciada(o)",68,0.14
1603,"San Cristóbal Verapaz",49852,"Viuda(o)",1744,3.5
1604,"Tactic",28598,"Soltera(o)",12713,44.45
1604,"Tactic",28598,"Unida(o)",4795,16.77
1604,"Tactic",28598,"Casada(o)",9441,33.01
1604,"Tactic",28598,"Separada(o)",738,2.58
1604,"Tactic",28598,"Divorciada(o)",74,0.26
1604,"Tactic",28598,"Viuda(o)",837,2.93
1605,"Tamahú",14482,"Soltera(o)",6146,42.44
1605,"Tamahú",14482,"Unida(o)",2771,19.13
1605,"Tamahú",14482,"Casada(o)",4732,32.68
1605,"Tamahú",14482,"Separada(o)",392,2.71
1605,"Tamahú",14482,"Divorciada(o)",11,0.08
1605,"Tamahú",14482,"Viuda(o)",430,2.97
1606,"San Miguel Tucurú",30814,"Soltera(o)",12829,41.63
1606,"San Miguel Tucurú",30814,"Unida(o)",8115,26.34
1606,"San Miguel Tucurú",30814,"Casada(o)",8636,28.03
1606,"San Miguel Tucurú",30814,"Separada(o)",406,1.32
1606,"San Miguel Tucurú",30814,"Divorciada(o)",13,0.04
1606,"San Miguel Tucurú",30814,"Viuda(o)",815,2.64
1607,"Panzós",50052,"Soltera(o)",19805,39.57
1607,"Panzós",50052,"Unida(o)",14464,28.9
1607,"Panzós",50052,"Casada(o)",13174,26.32
1607,"Panzós",50052,"Separada(o)",1182,2.36
1607,"Panzós",50052,"Divorciada(o)",25,0.05
1607,"Panzós",50052,"Viuda(o)",1402,2.8
