"Código","Municipio","Total de personas","Grupo de Edades 15 años","Cantidad","Porcentaje de Poblacion"
1802,"Livingston",73492,"15 - 29",22544,30.68
1802,"Livingston",73492,"30 - 64",20467,27.85
1802,"Livingston",73492,"65 - 84",2778,3.78
1802,"Livingston",73492,"85 o más",284,0.39
1803,"El Estor",73328,"0 - 14",30966,42.23
1803,"El Estor",73328,"15 - 29",21813,29.75
1803,"El Estor",73328,"30 - 64",18144,24.74
1803,"El Estor",73328,"65 - 84",2230,3.04
1803,"El Estor",73328,"85 o más",175,0.24
1804,"Morales",100361,"0 - 14",31765,31.65
1804,"Morales",100361,"15 - 29",30218,30.11
1804,"Morales",100361,"30 - 64",32074,31.96
1804,"Morales",100361,"65 - 84",5698,5.68
1804,"Morales",100361,"85 o más",606,0.6
1805,"Los Amates",60914,"0 - 14",20778,34.11
1805,"Los Amates",60914,"15 - 29",18257,29.97
1805,"Los Amates",60914,"30 - 64",18320,30.08
1805,"Los Amates",60914,"65 - 84",3157,5.18
1805,"Los Amates",60914,"85 o más",402,0.66
1901,"Zacapa",60424,"0 - 14",17127,28.34
1901,"Zacapa",60424,"15 - 29",17497,28.96
1901,"Zacapa",60424,"30 - 64",21290,35.23
1901,"Zacapa",60424,"65 - 84",4088,6.77
1901,"Zacapa",60424,"85 o más",422,0.7
1902,"Estanzuela",9797,"0 - 14",2432,24.82
1902,"Estanzuela",9797,"15 - 29",2878,29.38
1902,"Estanzuela",9797,"30 - 64",3659,37.35
1902,"Estanzuela",9797,"65 - 84",759,7.75
1902,"Estanzuela",9797,"85 o más",69,0.7
1903,"Río Hondo",21434,"0 - 14",5881,27.44
1903,"Río Hondo",21434,"15 - 29",6011,28.04
1903,"Río Hondo",21434,"30 - 64",7857,36.66
1903,"Río Hondo",21434,"65 - 84",1511,7.05
1903,"Río Hondo",21434,"85 o más",174,0.81
1904,"Gualán",45663,"0 - 14",14365,31.46
1904,"Gualán",45663,"15 - 29",13385,29.31
1904,"Gualán",45663,"30 - 64",14612,32
1904,"Gualán",45663,"65 - 84",2929,6.41
1904,"Gualán",45663,"85 o más",372,0.81
1905,"Teculután",17602,"0 - 14",5045,28.66
1905,"Teculután",17602,"15 - 29",5235,29.74
1905,"Teculután",17602,"30 - 64",6234,35.42
1905,"Teculután",17602,"65 - 84",994,5.65
1905,"Teculután",17602,"85 o más",94,0.53
1906,"Usumatlán",12232,"0 - 14",3834,31.34
1906,"Usumatlán",12232,"15 - 29",3694,30.2
1906,"Usumatlán",12232,"30 - 64",3960,32.37
1906,"Usumatlán",12232,"65 - 84",665,5.44
1906,"Usumatlán",12232,"85 o más",79,0.65
1907,"Cabañas",13641,"0 - 14",4324,31.7
1907,"Cabañas",13641,"15 - 29",4003,29.35
1907,"Cabañas",13641,"30 - 64",4280,31.38
1907,"Cabañas",13641,"65 - 84",905,6.63
1907,"Cabañas",13641,"85 o más",129,0.95
1908,"San Diego",7235,"0 - 14",2243,31
1908,"San Diego",7235,"15 - 29",2120,29.3
1908,"San Diego",7235,"30 - 64",2300,31.79
1908,"San Diego",7235,"65 - 84",502,6.94
1908,"San Diego",7235,"85 o más",70,0.97
1909,"La Unión",33572,"0 - 14",13377,39.85
1909,"La Unión",33572,"15 - 29",9981,29.73
1909,"La Unión",33572,"30 - 64",8774,26.13
1909,"La Unión",33572,"65 - 84",1294,3.85
1909,"La Unión",33572,"85 o más",146,0.43
1910,"Huité",11470,"0 - 14",4026,35.1
1910,"Huité",11470,"15 - 29",3423,29.84
1910,"Huité",11470,"30 - 64",3383,29.49
1910,"Huité",11470,"65 - 84",577,5.03
1910,"Huité",11470,"85 o más",61,0.53
1911,"San Jorge",12304,"0 - 14",3710,30.15
1911,"San Jorge",12304,"15 - 29",3584,29.13
1911,"San Jorge",12304,"30 - 64",4049,32.91
1911,"San Jorge",12304,"65 - 84",856,6.96
1911,"San Jorge",12304,"85 o más",105,0.85
2001,"Chiquimula",111505,"0 - 14",35971,32.26
2001,"Chiquimula",111505,"15 - 29",32431,29.08
2001,"Chiquimula",111505,"30 - 64",35941,32.23
2001,"Chiquimula",111505,"65 - 84",6374,5.72
2001,"Chiquimula",111505,"85 o más",788,0.71
2002,"San José la Arada",8756,"0 - 14",2561,29.25
2002,"San José la Arada",8756,"15 - 29",2493,28.47
2002,"San José la Arada",8756,"30 - 64",2900,33.12
2002,"San José la Arada",8756,"65 - 84",704,8.04
2002,"San José la Arada",8756,"85 o más",98,1.12
2003,"San Juan Ermita",16418,"0 - 14",5544,33.77
2003,"San Juan Ermita",16418,"15 - 29",4950,30.15
2003,"San Juan Ermita",16418,"30 - 64",4905,29.88
2003,"San Juan Ermita",16418,"65 - 84",905,5.51
2003,"San Juan Ermita",16418,"85 o más",114,0.69
2004,"Jocotán",66379,"0 - 14",28080,42.3
2004,"Jocotán",66379,"15 - 29",19264,29.02
2004,"Jocotán",66379,"30 - 64",16612,25.03
2004,"Jocotán",66379,"65 - 84",2226,3.35
2004,"Jocotán",66379,"85 o más",197,0.3
2005,"Camotán",56138,"0 - 14",23391,41.67
2005,"Camotán",56138,"15 - 29",16489,29.37
2005,"Camotán",56138,"30 - 64",14042,25.01
2005,"Camotán",56138,"65 - 84",2044,3.64
2005,"Camotán",56138,"85 o más",172,0.31
2006,"Olopa",27511,"0 - 14",11282,41.01
2006,"Olopa",27511,"15 - 29",7990,29.04
2006,"Olopa",27511,"30 - 64",7064,25.68
2006,"Olopa",27511,"65 - 84",1094,3.98
2006,"Olopa",27511,"85 o más",81,0.29
2007,"Esquipulas",53556,"0 - 14",17597,32.86
2007,"Esquipulas",53556,"15 - 29",16290,30.42
2007,"Esquipulas",53556,"30 - 64",16561,30.92
2007,"Esquipulas",53556,"65 - 84",2774,5.18
2007,"Esquipulas",53556,"85 o más",334,0.62
2008,"Concepción las Minas",11693,"0 - 14",3269,27.96
2008,"Concepción las Minas",11693,"15 - 29",3186,27.25
2008,"Concepción las Minas",11693,"30 - 64",4025,34.42
2008,"Concepción las Minas",11693,"65 - 84",1064,9.1
2008,"Concepción las Minas",11693,"85 o más",149,1.27
2009,"Quezaltepeque",28075,"0 - 14",8379,29.85
2009,"Quezaltepeque",28075,"15 - 29",8641,30.78
2009,"Quezaltepeque",28075,"30 - 64",8901,31.7
2009,"Quezaltepeque",28075,"65 - 84",1939,6.91
2009,"Quezaltepeque",28075,"85 o más",215,0.77
2010,"San Jacinto",12619,"0 - 14",3857,30.57
2010,"San Jacinto",12619,"15 - 29",3771,29.88
2010,"San Jacinto",12619,"30 - 64",4114,32.6
2010,"San Jacinto",12619,"65 - 84",785,6.22
2010,"San Jacinto",12619,"85 o más",92,0.73
2011,"Ipala",22413,"0 - 14",6143,27.41
2011,"Ipala",22413,"15 - 29",6525,29.11
2011,"Ipala",22413,"30 - 64",7766,34.65
2011,"Ipala",22413,"65 - 84",1768,7.89
2011,"Ipala",22413,"85 o más",211,0.94
2101,"Jalapa",159840,"0 - 14",59711,37.36
2101,"Jalapa",159840,"15 - 29",48231,30.17
2101,"Jalapa",159840,"30 - 64",44833,28.05
2101,"Jalapa",159840,"65 - 84",6393,4
2101,"Jalapa",159840,"85 o más",672,0.42
2102,"San Pedro Pinula",61908,"0 - 14",23995,38.76
2102,"San Pedro Pinula",61908,"15 - 29",18729,30.25
2102,"San Pedro Pinula",61908,"30 - 64",16226,26.21
2102,"San Pedro Pinula",61908,"65 - 84",2703,4.37
2102,"San Pedro Pinula",61908,"85 o más",255,0.41
2103,"San Luis Jilotepeque",24679,"0 - 14",6885,27.9
2103,"San Luis Jilotepeque",24679,"15 - 29",7470,30.27
2103,"San Luis Jilotepeque",24679,"30 - 64",8308,33.66
2103,"San Luis Jilotepeque",24679,"65 - 84",1804,7.31
2103,"San Luis Jilotepeque",24679,"85 o más",212,0.86
2104,"San Manuel Chaparrón",8317,"0 - 14",2323,27.93
2104,"San Manuel Chaparrón",8317,"15 - 29",2240,26.93
2104,"San Manuel Chaparrón",8317,"30 - 64",2969,35.7
2104,"San Manuel Chaparrón",8317,"65 - 84",707,8.5
2104,"San Manuel Chaparrón",8317,"85 o más",78,0.94
2105,"San Carlos Alzatate",18977,"0 - 14",7329,38.62
2105,"San Carlos Alzatate",18977,"15 - 29",5962,31.42
2105,"San Carlos Alzatate",18977,"30 - 64",4990,26.29
2105,"San Carlos Alzatate",18977,"65 - 84",644,3.39
2105,"San Carlos Alzatate",18977,"85 o más",52,0.27
2106,"Monjas",27354,"0 - 14",8276,30.26
2106,"Monjas",27354,"15 - 29",8296,30.33
2106,"Monjas",27354,"30 - 64",8799,32.17
2106,"Monjas",27354,"65 - 84",1762,6.44
2106,"Monjas",27354,"85 o más",221,0.81
2107,"Mataquescuintla",41848,"0 - 14",14255,34.06
2107,"Mataquescuintla",41848,"15 - 29",12624,30.17
2107,"Mataquescuintla",41848,"30 - 64",12690,30.32
2107,"Mataquescuintla",41848,"65 - 84",2039,4.87
2107,"Mataquescuintla",41848,"85 o más",240,0.57
2201,"Jutiapa",145880,"0 - 14",48370,33.16
2201,"Jutiapa",145880,"15 - 29",44824,30.73
2201,"Jutiapa",145880,"30 - 64",44457,30.48
2201,"Jutiapa",145880,"65 - 84",7425,5.09
2201,"Jutiapa",145880,"85 o más",804,0.55
2202,"El Progreso",22114,"0 - 14",6014,27.2
2202,"El Progreso",22114,"15 - 29",6237,28.2
2202,"El Progreso",22114,"30 - 64",7997,36.16
2202,"El Progreso",22114,"65 - 84",1660,7.51
2202,"El Progreso",22114,"85 o más",206,0.93
2203,"Santa Catarina Mita",28983,"0 - 14",8616,29.73
2203,"Santa Catarina Mita",28983,"15 - 29",7862,27.13
2203,"Santa Catarina Mita",28983,"30 - 64",10152,35.03
2203,"Santa Catarina Mita",28983,"65 - 84",2050,7.07
2203,"Santa Catarina Mita",28983,"85 o más",303,1.05
2204,"Agua Blanca",16353,"0 - 14",4390,26.85
2204,"Agua Blanca",16353,"15 - 29",4465,27.3
2204,"Agua Blanca",16353,"30 - 64",5767,35.27
2204,"Agua Blanca",16353,"65 - 84",1535,9.39
2204,"Agua Blanca",16353,"85 o más",196,1.2
2205,"Asunción Mita",48297,"0 - 14",13033,26.99
2205,"Asunción Mita",48297,"15 - 29",13725,28.42
2205,"Asunción Mita",48297,"30 - 64",17071,35.35
2205,"Asunción Mita",48297,"65 - 84",3938,8.15
2205,"Asunción Mita",48297,"85 o más",530,1.1
2206,"Yupiltepeque",17389,"0 - 14",5396,31.03
2206,"Yupiltepeque",17389,"15 - 29",5469,31.45
2206,"Yupiltepeque",17389,"30 - 64",5370,30.88
2206,"Yupiltepeque",17389,"65 - 84",1034,5.95
2206,"Yupiltepeque",17389,"85 o más",120,0.69
2207,"Atescatempa",18402,"0 - 14",4963,26.97
2207,"Atescatempa",18402,"15 - 29",5180,28.15
2207,"Atescatempa",18402,"30 - 64",6616,35.95
2207,"Atescatempa",18402,"65 - 84",1461,7.94
2207,"Atescatempa",18402,"85 o más",182,0.99
2208,"Jerez",6309,"0 - 14",1688,26.76
2208,"Jerez",6309,"15 - 29",1647,26.11
2208,"Jerez",6309,"30 - 64",2280,36.14
2208,"Jerez",6309,"65 - 84",629,9.97
2208,"Jerez",6309,"85 o más",65,1.03
2209,"El Adelanto",6500,"0 - 14",2000,30.77
2209,"El Adelanto",6500,"15 - 29",1974,30.37
2209,"El Adelanto",6500,"30 - 64",2039,31.37
2209,"El Adelanto",6500,"65 - 84",446,6.86
2209,"El Adelanto",6500,"85 o más",41,0.63
2210,"Zapotitlán",9126,"0 - 14",2910,31.89
2210,"Zapotitlán",9126,"15 - 29",2719,29.79
2210,"Zapotitlán",9126,"30 - 64",2837,31.09
2210,"Zapotitlán",9126,"65 - 84",608,6.66
2210,"Zapotitlán",9126,"85 o más",52,0.57
2211,"Comapa",32207,"0 - 14",11660,36.2
2211,"Comapa",32207,"15 - 29",9411,29.22
2211,"Comapa",32207,"30 - 64",9230,28.66
2211,"Comapa",32207,"65 - 84",1725,5.36
2211,"Comapa",32207,"85 o más",181,0.56
2212,"Jalpatagua",28832,"0 - 14",8967,31.1
2212,"Jalpatagua",28832,"15 - 29",8333,28.9
2212,"Jalpatagua",28832,"30 - 64",9572,33.2
2212,"Jalpatagua",28832,"65 - 84",1774,6.15
2212,"Jalpatagua",28832,"85 o más",186,0.65
2213,"Conguaco",23452,"0 - 14",9392,40.05
2213,"Conguaco",23452,"15 - 29",6936,29.58
2213,"Conguaco",23452,"30 - 64",6087,25.96
2213,"Conguaco",23452,"65 - 84",948,4.04
2213,"Conguaco",23452,"85 o más",89,0.38
2214,"Moyuta",39781,"0 - 14",13371,33.61
2214,"Moyuta",39781,"15 - 29",11379,28.6
2214,"Moyuta",39781,"30 - 64",12404,31.18
2214,"Moyuta",39781,"65 - 84",2358,5.93
2214,"Moyuta",39781,"85 o más",269,0.68
2215,"Pasaco",8854,"0 - 14",2898,32.73
2215,"Pasaco",8854,"15 - 29",2378,26.86
2215,"Pasaco",8854,"30 - 64",2886,32.6
2215,"Pasaco",8854,"65 - 84",626,7.07
2215,"Pasaco",8854,"85 o más",66,0.75
2216,"San José Acatempa",13206,"0 - 14",3598,27.25
2216,"San José Acatempa",13206,"15 - 29",3824,28.96
2216,"San José Acatempa",13206,"30 - 64",4813,36.45
2216,"San José Acatempa",13206,"65 - 84",881,6.67
2216,"San José Acatempa",13206,"85 o más",90,0.68
2217,"Quesada",22710,"0 - 14",6901,30.39
2217,"Quesada",22710,"15 - 29",6646,29.26
2217,"Quesada",22710,"30 - 64",7505,33.05
2217,"Quesada",22710,"65 - 84",1471,6.48
2217,"Quesada",22710,"85 o más",187,0.82
