"Código","Municipio","Población de 7 años o más","Uso de Tecnologias","Cantidad de Personas","Porcentaje de Poblacion"
1608,"Senahú",73262,"NA_Celular",829,1.13
1608,"Senahú",73262,"Usa Computadora",1609,2.2
1608,"Senahú",73262,"No usa Computadora",71377,97.43
1608,"Senahú",73262,"NA_Computadora",276,0.38
1608,"Senahú",73262,"Usa Internet",1874,2.56
1608,"Senahú",73262,"No usa Internet",70584,96.34
1608,"Senahú",73262,"NA_Internet",804,1.1
1609,"San Pedro Carchá",190682,"Usa Celular",77101,40.43
1609,"San Pedro Carchá",190682,"No Usa Celular",112248,58.87
1609,"San Pedro Carchá",190682,"NA_Celular",1333,0.7
1609,"San Pedro Carchá",190682,"Usa Computadora",14456,7.58
1609,"San Pedro Carchá",190682,"No usa Computadora",175472,92.02
1609,"San Pedro Carchá",190682,"NA_Computadora",754,0.4
1609,"San Pedro Carchá",190682,"Usa Internet",18007,9.44
1609,"San Pedro Carchá",190682,"No usa Internet",171315,89.84
1609,"San Pedro Carchá",190682,"NA_Internet",1360,0.71
1610,"San Juan Chamelco",46967,"Usa Celular",22118,47.09
1610,"San Juan Chamelco",46967,"No Usa Celular",24545,52.26
1610,"San Juan Chamelco",46967,"NA_Celular",304,0.65
1610,"San Juan Chamelco",46967,"Usa Computadora",7327,15.6
1610,"San Juan Chamelco",46967,"No usa Computadora",39511,84.13
1610,"San Juan Chamelco",46967,"NA_Computadora",129,0.27
1610,"San Juan Chamelco",46967,"Usa Internet",8199,17.46
1610,"San Juan Chamelco",46967,"No usa Internet",38506,81.99
1610,"San Juan Chamelco",46967,"NA_Internet",262,0.56
1611,"San Agustín Lanquín",19587,"Usa Celular",5741,29.31
1611,"San Agustín Lanquín",19587,"No Usa Celular",13630,69.59
1611,"San Agustín Lanquín",19587,"NA_Celular",216,1.1
1611,"San Agustín Lanquín",19587,"Usa Computadora",540,2.76
1611,"San Agustín Lanquín",19587,"No usa Computadora",18960,96.8
1611,"San Agustín Lanquín",19587,"NA_Computadora",87,0.44
1611,"San Agustín Lanquín",19587,"Usa Internet",518,2.64
1611,"San Agustín Lanquín",19587,"No usa Internet",18841,96.19
1611,"San Agustín Lanquín",19587,"NA_Internet",228,1.16
1612,"Santa María Cahabón",53122,"Usa Celular",14901,28.05
1612,"Santa María Cahabón",53122,"No Usa Celular",37234,70.09
1612,"Santa María Cahabón",53122,"NA_Celular",987,1.86
1612,"Santa María Cahabón",53122,"Usa Computadora",2464,4.64
1612,"Santa María Cahabón",53122,"No usa Computadora",50224,94.54
1612,"Santa María Cahabón",53122,"NA_Computadora",434,0.82
1612,"Santa María Cahabón",53122,"Usa Internet",3715,6.99
1612,"Santa María Cahabón",53122,"No usa Internet",48388,91.09
1612,"Santa María Cahabón",53122,"NA_Internet",1019,1.92
1613,"Chisec",67101,"Usa Celular",22181,33.06
1613,"Chisec",67101,"No Usa Celular",44260,65.96
1613,"Chisec",67101,"NA_Celular",660,0.98
1613,"Chisec",67101,"Usa Computadora",3191,4.76
1613,"Chisec",67101,"No usa Computadora",63565,94.73
1613,"Chisec",67101,"NA_Computadora",345,0.51
1613,"Chisec",67101,"Usa Internet",5466,8.15
1613,"Chisec",67101,"No usa Internet",60958,90.85
1613,"Chisec",67101,"NA_Internet",677,1.01
1614,"Chahal",21430,"Usa Celular",6701,31.27
1614,"Chahal",21430,"No Usa Celular",14417,67.27
1614,"Chahal",21430,"NA_Celular",312,1.46
1614,"Chahal",21430,"Usa Computadora",1546,7.21
1614,"Chahal",21430,"No usa Computadora",19753,92.17
1614,"Chahal",21430,"NA_Computadora",131,0.61
1614,"Chahal",21430,"Usa Internet",1487,6.94
1614,"Chahal",21430,"No usa Internet",19669,91.78
1614,"Chahal",21430,"NA_Internet",274,1.28
1615,"Fray Bartolomé de las Casas",53309,"Usa Celular",21545,40.42
1615,"Fray Bartolomé de las Casas",53309,"No Usa Celular",31402,58.91
1615,"Fray Bartolomé de las Casas",53309,"NA_Celular",362,0.68
1615,"Fray Bartolomé de las Casas",53309,"Usa Computadora",3906,7.33
1615,"Fray Bartolomé de las Casas",53309,"No usa Computadora",49265,92.41
1615,"Fray Bartolomé de las Casas",53309,"NA_Computadora",138,0.26
1615,"Fray Bartolomé de las Casas",53309,"Usa Internet",5617,10.54
1615,"Fray Bartolomé de las Casas",53309,"No usa Internet",47357,88.83
1615,"Fray Bartolomé de las Casas",53309,"NA_Internet",335,0.63
1616,"Santa Catalina La Tinta",32694,"Usa Celular",15386,47.06
1616,"Santa Catalina La Tinta",32694,"No Usa Celular",17041,52.12
1616,"Santa Catalina La Tinta",32694,"NA_Celular",267,0.82
1616,"Santa Catalina La Tinta",32694,"Usa Computadora",3858,11.8
1616,"Santa Catalina La Tinta",32694,"No usa Computadora",28683,87.73
1616,"Santa Catalina La Tinta",32694,"NA_Computadora",153,0.47
1616,"Santa Catalina La Tinta",32694,"Usa Internet",5263,16.1
1616,"Santa Catalina La Tinta",32694,"No usa Internet",27168,83.1
1616,"Santa Catalina La Tinta",32694,"NA_Internet",263,0.8
1617,"Raxruhá",29576,"Usa Celular",11271,38.11
1617,"Raxruhá",29576,"No Usa Celular",17966,60.75
1617,"Raxruhá",29576,"NA_Celular",339,1.15
1617,"Raxruhá",29576,"Usa Computadora",1115,3.77
1617,"Raxruhá",29576,"No usa Computadora",28284,95.63
1617,"Raxruhá",29576,"NA_Computadora",177,0.6
1617,"Raxruhá",29576,"Usa Internet",1817,6.14
1617,"Raxruhá",29576,"No usa Internet",27457,92.84
1617,"Raxruhá",29576,"NA_Internet",302,1.02
1701,"Flores",32869,"Usa Celular",22980,69.91
1701,"Flores",32869,"No Usa Celular",9441,28.72
1701,"Flores",32869,"NA_Celular",448,1.36
1701,"Flores",32869,"Usa Computadora",9251,28.15
1701,"Flores",32869,"No usa Computadora",23159,70.46
1701,"Flores",32869,"NA_Computadora",459,1.4
1701,"Flores",32869,"Usa Internet",15076,45.87
1701,"Flores",32869,"No usa Internet",17288,52.6
1701,"Flores",32869,"NA_Internet",505,1.54
1702,"San José",5840,"Usa Celular",3309,56.66
1702,"San José",5840,"No Usa Celular",2491,42.65
1702,"San José",5840,"NA_Celular",40,0.68
1702,"San José",5840,"Usa Computadora",813,13.92
1702,"San José",5840,"No usa Computadora",4988,85.41
1702,"San José",5840,"NA_Computadora",39,0.67
1702,"San José",5840,"Usa Internet",1735,29.71
1702,"San José",5840,"No usa Internet",4064,69.59
1702,"San José",5840,"NA_Internet",41,0.7
1703,"San Benito",37396,"Usa Celular",25752,68.86
1703,"San Benito",37396,"No Usa Celular",10835,28.97
1703,"San Benito",37396,"NA_Celular",809,2.16
1703,"San Benito",37396,"Usa Computadora",9246,24.72
1703,"San Benito",37396,"No usa Computadora",27440,73.38
1703,"San Benito",37396,"NA_Computadora",710,1.9
1703,"San Benito",37396,"Usa Internet",13324,35.63
1703,"San Benito",37396,"No usa Internet",23157,61.92
1703,"San Benito",37396,"NA_Internet",915,2.45
1704,"San Andrés",26660,"Usa Celular",13047,48.94
1704,"San Andrés",26660,"No Usa Celular",13391,50.23
1704,"San Andrés",26660,"NA_Celular",222,0.83
1704,"San Andrés",26660,"Usa Computadora",2560,9.6
1704,"San Andrés",26660,"No usa Computadora",23972,89.92
1704,"San Andrés",26660,"NA_Computadora",128,0.48
1704,"San Andrés",26660,"Usa Internet",5864,22
1704,"San Andrés",26660,"No usa Internet",20563,77.13
1704,"San Andrés",26660,"NA_Internet",233,0.87
1705,"La Libertad",59014,"Usa Celular",28570,48.41
1705,"La Libertad",59014,"No Usa Celular",29759,50.43
1705,"La Libertad",59014,"NA_Celular",685,1.16
1705,"La Libertad",59014,"Usa Computadora",4193,7.11
1705,"La Libertad",59014,"No usa Computadora",54308,92.03
1705,"La Libertad",59014,"NA_Computadora",513,0.87
1705,"La Libertad",59014,"Usa Internet",12200,20.67
1705,"La Libertad",59014,"No usa Internet",45958,77.88
1705,"La Libertad",59014,"NA_Internet",856,1.45
1706,"San Francisco",12752,"Usa Celular",7468,58.56
1706,"San Francisco",12752,"No Usa Celular",5163,40.49
1706,"San Francisco",12752,"NA_Celular",121,0.95
1706,"San Francisco",12752,"Usa Computadora",1909,14.97
1706,"San Francisco",12752,"No usa Computadora",10720,84.07
1706,"San Francisco",12752,"NA_Computadora",123,0.96
1706,"San Francisco",12752,"Usa Internet",3462,27.15
1706,"San Francisco",12752,"No usa Internet",9135,71.64
1706,"San Francisco",12752,"NA_Internet",155,1.22
1707,"Santa Ana",18226,"Usa Celular",11246,61.7
1707,"Santa Ana",18226,"No Usa Celular",6451,35.39
1707,"Santa Ana",18226,"NA_Celular",529,2.9
1707,"Santa Ana",18226,"Usa Computadora",2057,11.29
1707,"Santa Ana",18226,"No usa Computadora",15743,86.38
1707,"Santa Ana",18226,"NA_Computadora",426,2.34
1707,"Santa Ana",18226,"Usa Internet",4962,27.22
1707,"Santa Ana",18226,"No usa Internet",12644,69.37
1707,"Santa Ana",18226,"NA_Internet",620,3.4
1708,"Dolores",22101,"Usa Celular",11622,52.59
1708,"Dolores",22101,"No Usa Celular",9933,44.94
1708,"Dolores",22101,"NA_Celular",546,2.47
1708,"Dolores",22101,"Usa Computadora",1854,8.39
1708,"Dolores",22101,"No usa Computadora",19789,89.54
1708,"Dolores",22101,"NA_Computadora",458,2.07
1708,"Dolores",22101,"Usa Internet",4079,18.46
1708,"Dolores",22101,"No usa Internet",17384,78.66
1708,"Dolores",22101,"NA_Internet",638,2.89
1709,"San Luis",54895,"Usa Celular",24102,43.91
1709,"San Luis",54895,"No Usa Celular",30350,55.29
1709,"San Luis",54895,"NA_Celular",443,0.81
1709,"San Luis",54895,"Usa Computadora",2722,4.96
1709,"San Luis",54895,"No usa Computadora",51634,94.06
1709,"San Luis",54895,"NA_Computadora",539,0.98
1709,"San Luis",54895,"Usa Internet",7912,14.41
1709,"San Luis",54895,"No usa Internet",46159,84.09
1709,"San Luis",54895,"NA_Internet",824,1.5
1710,"Sayaxché",74570,"Usa Celular",31889,42.76
1710,"Sayaxché",74570,"No Usa Celular",42008,56.33
1710,"Sayaxché",74570,"NA_Celular",673,0.9
1710,"Sayaxché",74570,"Usa Computadora",4617,6.19
1710,"Sayaxché",74570,"No usa Computadora",69439,93.12
1710,"Sayaxché",74570,"NA_Computadora",514,0.69
1710,"Sayaxché",74570,"Usa Internet",9360,12.55
1710,"Sayaxché",74570,"No usa Internet",64374,86.33
1710,"Sayaxché",74570,"NA_Internet",836,1.12
1711,"Melchor de Mencos",23557,"Usa Celular",14772,62.71
1711,"Melchor de Mencos",23557,"No Usa Celular",8404,35.68
1711,"Melchor de Mencos",23557,"NA_Celular",381,1.62
1711,"Melchor de Mencos",23557,"Usa Computadora",3022,12.83
1711,"Melchor de Mencos",23557,"No usa Computadora",20189,85.7
1711,"Melchor de Mencos",23557,"NA_Computadora",346,1.47
1711,"Melchor de Mencos",23557,"Usa Internet",8021,34.05
1711,"Melchor de Mencos",23557,"No usa Internet",15112,64.15
1711,"Melchor de Mencos",23557,"NA_Internet",424,1.8
1712,"Poptún",43517,"Usa Celular",25141,57.77
1712,"Poptún",43517,"No Usa Celular",17858,41.04
1712,"Poptún",43517,"NA_Celular",518,1.19
1712,"Poptún",43517,"Usa Computadora",7340,16.87
1712,"Poptún",43517,"No usa Computadora",35639,81.9
1712,"Poptún",43517,"NA_Computadora",538,1.24
1712,"Poptún",43517,"Usa Internet",11131,25.58
1712,"Poptún",43517,"No usa Internet",31713,72.87
1712,"Poptún",43517,"NA_Internet",673,1.55
1713,"Las Cruces",26491,"Usa Celular",14304,54
1713,"Las Cruces",26491,"No Usa Celular",11986,45.25
1713,"Las Cruces",26491,"NA_Celular",201,0.76
1713,"Las Cruces",26491,"Usa Computadora",1479,5.58
1713,"Las Cruces",26491,"No usa Computadora",24859,93.84
1713,"Las Cruces",26491,"NA_Computadora",153,0.58
1713,"Las Cruces",26491,"Usa Internet",4349,16.42
1713,"Las Cruces",26491,"No usa Internet",21869,82.55
1713,"Las Cruces",26491,"NA_Internet",273,1.03
1714,"El Chal",11443,"Usa Celular",6808,59.49
1714,"El Chal",11443,"No Usa Celular",4465,39.02
1714,"El Chal",11443,"NA_Celular",170,1.49
1714,"El Chal",11443,"Usa Computadora",1121,9.8
1714,"El Chal",11443,"No usa Computadora",10180,88.96
1714,"El Chal",11443,"NA_Computadora",142,1.24
1714,"El Chal",11443,"Usa Internet",2950,25.78
1714,"El Chal",11443,"No usa Internet",8277,72.33
1714,"El Chal",11443,"NA_Internet",216,1.89
1801,"Puerto Barrios",88034,"Usa Celular",62380,70.86
1801,"Puerto Barrios",88034,"No Usa Celular",24043,27.31
1801,"Puerto Barrios",88034,"NA_Celular",1611,1.83
1801,"Puerto Barrios",88034,"Usa Computadora",21765,24.72
1801,"Puerto Barrios",88034,"No usa Computadora",64423,73.18
1801,"Puerto Barrios",88034,"NA_Computadora",1846,2.1
1801,"Puerto Barrios",88034,"Usa Internet",35403,40.22
1801,"Puerto Barrios",88034,"No usa Internet",50626,57.51
1801,"Puerto Barrios",88034,"NA_Internet",2005,2.28
1802,"Livingston",60101,"Usa Celular",27599,45.92
1802,"Livingston",60101,"No Usa Celular",31623,52.62
1802,"Livingston",60101,"NA_Celular",879,1.46
1802,"Livingston",60101,"Usa Computadora",5150,8.57
1802,"Livingston",60101,"No usa Computadora",54063,89.95
1802,"Livingston",60101,"NA_Computadora",888,1.48
1802,"Livingston",60101,"Usa Internet",9472,15.76
1802,"Livingston",60101,"No usa Internet",49225,81.9
1802,"Livingston",60101,"NA_Internet",1404,2.34
1803,"El Estor",57875,"Usa Celular",18848,32.57
1803,"El Estor",57875,"No Usa Celular",38517,66.55
1803,"El Estor",57875,"NA_Celular",510,0.88
1803,"El Estor",57875,"Usa Computadora",5014,8.66
1803,"El Estor",57875,"No usa Computadora",52523,90.75
1803,"El Estor",57875,"NA_Computadora",338,0.58
1803,"El Estor",57875,"Usa Internet",7073,12.22
1803,"El Estor",57875,"No usa Internet",50114,86.59
1803,"El Estor",57875,"NA_Internet",688,1.19
1804,"Morales",85458,"Usa Celular",52979,61.99
1804,"Morales",85458,"No Usa Celular",31781,37.19
1804,"Morales",85458,"NA_Celular",698,0.82
1804,"Morales",85458,"Usa Computadora",10443,12.22
1804,"Morales",85458,"No usa Computadora",74224,86.85
1804,"Morales",85458,"NA_Computadora",791,0.93
1804,"Morales",85458,"Usa Internet",26886,31.46
1804,"Morales",85458,"No usa Internet",57664,67.48
1804,"Morales",85458,"NA_Internet",908,1.06
1805,"Los Amates",51146,"Usa Celular",29392,57.47
1805,"Los Amates",51146,"No Usa Celular",21090,41.23
1805,"Los Amates",51146,"NA_Celular",664,1.3
1805,"Los Amates",51146,"Usa Computadora",3566,6.97
1805,"Los Amates",51146,"No usa Computadora",47002,91.9
1805,"Los Amates",51146,"NA_Computadora",578,1.13
1805,"Los Amates",51146,"Usa Internet",6262,12.24
1805,"Los Amates",51146,"No usa Internet",44045,86.12
1805,"Los Amates",51146,"NA_Internet",839,1.64
1901,"Zacapa",52315,"Usa Celular",34632,66.2
1901,"Zacapa",52315,"No Usa Celular",17133,32.75
1901,"Zacapa",52315,"NA_Celular",550,1.05
1901,"Zacapa",52315,"Usa Computadora",13100,25.04
1901,"Zacapa",52315,"No usa Computadora",38768,74.1
1901,"Zacapa",52315,"NA_Computadora",447,0.85
1901,"Zacapa",52315,"Usa Internet",19775,37.8
1901,"Zacapa",52315,"No usa Internet",31929,61.03
1901,"Zacapa",52315,"NA_Internet",611,1.17
1902,"Estanzuela",8679,"Usa Celular",5731,66.03
1902,"Estanzuela",8679,"No Usa Celular",2708,31.2
1902,"Estanzuela",8679,"NA_Celular",240,2.77
1902,"Estanzuela",8679,"Usa Computadora",1710,19.7
1902,"Estanzuela",8679,"No usa Computadora",6830,78.7
1902,"Estanzuela",8679,"NA_Computadora",139,1.6
1902,"Estanzuela",8679,"Usa Internet",1703,19.62
1902,"Estanzuela",8679,"No usa Internet",6779,78.11
1902,"Estanzuela",8679,"NA_Internet",197,2.27
1903,"Río Hondo",18647,"Usa Celular",13027,69.86
1903,"Río Hondo",18647,"No Usa Celular",5415,29.04
1903,"Río Hondo",18647,"NA_Celular",205,1.1
1903,"Río Hondo",18647,"Usa Computadora",3154,16.91
1903,"Río Hondo",18647,"No usa Computadora",15246,81.76
1903,"Río Hondo",18647,"NA_Computadora",247,1.32
1903,"Río Hondo",18647,"Usa Internet",5857,31.41
1903,"Río Hondo",18647,"No usa Internet",12497,67.02
1903,"Río Hondo",18647,"NA_Internet",293,1.57
1904,"Gualán",38900,"Usa Celular",21987,56.52
1904,"Gualán",38900,"No Usa Celular",15968,41.05
1904,"Gualán",38900,"NA_Celular",945,2.43
1904,"Gualán",38900,"Usa Computadora",3993,10.26
1904,"Gualán",38900,"No usa Computadora",33579,86.32
1904,"Gualán",38900,"NA_Computadora",1328,3.41
1904,"Gualán",38900,"Usa Internet",7905,20.32
1904,"Gualán",38900,"No usa Internet",29608,76.11
1904,"Gualán",38900,"NA_Internet",1387,3.57
1905,"Teculután",15264,"Usa Celular",10226,66.99
1905,"Teculután",15264,"No Usa Celular",4775,31.28
1905,"Teculután",15264,"NA_Celular",263,1.72
1905,"Teculután",15264,"Usa Computadora",2949,19.32
1905,"Teculután",15264,"No usa Computadora",12113,79.36
1905,"Teculután",15264,"NA_Computadora",202,1.32
1905,"Teculután",15264,"Usa Internet",5773,37.82
1905,"Teculután",15264,"No usa Internet",9245,60.57
1905,"Teculután",15264,"NA_Internet",246,1.61
1906,"Usumatlán",10375,"Usa Celular",6805,65.59
1906,"Usumatlán",10375,"No Usa Celular",3491,33.65
1906,"Usumatlán",10375,"NA_Celular",79,0.76
1906,"Usumatlán",10375,"Usa Computadora",1298,12.51
1906,"Usumatlán",10375,"No usa Computadora",9042,87.15
1906,"Usumatlán",10375,"NA_Computadora",35,0.34
1906,"Usumatlán",10375,"Usa Internet",3652,35.2
1906,"Usumatlán",10375,"No usa Internet",6677,64.36
1906,"Usumatlán",10375,"NA_Internet",46,0.44
1907,"Cabañas",11566,"Usa Celular",6522,56.39
1907,"Cabañas",11566,"No Usa Celular",4912,42.47
1907,"Cabañas",11566,"NA_Celular",132,1.14
1907,"Cabañas",11566,"Usa Computadora",1478,12.78
1907,"Cabañas",11566,"No usa Computadora",10019,86.62
1907,"Cabañas",11566,"NA_Computadora",69,0.6
1907,"Cabañas",11566,"Usa Internet",3620,31.3
1907,"Cabañas",11566,"No usa Internet",7840,67.78
1907,"Cabañas",11566,"NA_Internet",106,0.92
1908,"San Diego",6210,"Usa Celular",3986,64.19
1908,"San Diego",6210,"No Usa Celular",2096,33.75
1908,"San Diego",6210,"NA_Celular",128,2.06
1908,"San Diego",6210,"Usa Computadora",1008,16.23
1908,"San Diego",6210,"No usa Computadora",5109,82.27
1908,"San Diego",6210,"NA_Computadora",93,1.5
1908,"San Diego",6210,"Usa Internet",1644,26.47
1908,"San Diego",6210,"No usa Internet",4427,71.29
1908,"San Diego",6210,"NA_Internet",139,2.24
1909,"La Unión",27064,"Usa Celular",9768,36.09
1909,"La Unión",27064,"No Usa Celular",16969,62.7
1909,"La Unión",27064,"NA_Celular",327,1.21
1909,"La Unión",27064,"Usa Computadora",1321,4.88
1909,"La Unión",27064,"No usa Computadora",25539,94.37
1909,"La Unión",27064,"NA_Computadora",204,0.75
1909,"La Unión",27064,"Usa Internet",2786,10.29
1909,"La Unión",27064,"No usa Internet",23934,88.43
1909,"La Unión",27064,"NA_Internet",344,1.27
1910,"Huité",9546,"Usa Celular",4195,43.95
1910,"Huité",9546,"No Usa Celular",5258,55.08
1910,"Huité",9546,"NA_Celular",93,0.97
1910,"Huité",9546,"Usa Computadora",727,7.62
1910,"Huité",9546,"No usa Computadora",8763,91.8
1910,"Huité",9546,"NA_Computadora",56,0.59
1910,"Huité",9546,"Usa Internet",1579,16.54
1910,"Huité",9546,"No usa Internet",7902,82.78
1910,"Huité",9546,"NA_Internet",65,0.68
1911,"San Jorge",10626,"Usa Celular",5948,55.98
1911,"San Jorge",10626,"No Usa Celular",4572,43.03
1911,"San Jorge",10626,"NA_Celular",106,1
1911,"San Jorge",10626,"Usa Computadora",1377,12.96
1911,"San Jorge",10626,"No usa Computadora",9182,86.41
1911,"San Jorge",10626,"NA_Computadora",67,0.63
1911,"San Jorge",10626,"Usa Internet",1690,15.9
1911,"San Jorge",10626,"No usa Internet",8815,82.96
1911,"San Jorge",10626,"NA_Internet",121,1.14
2001,"Chiquimula",94267,"Usa Celular",53755,57.02
2001,"Chiquimula",94267,"No Usa Celular",39586,41.99
2001,"Chiquimula",94267,"NA_Celular",926,0.98
2001,"Chiquimula",94267,"Usa Computadora",19661,20.86
2001,"Chiquimula",94267,"No usa Computadora",73822,78.31
2001,"Chiquimula",94267,"NA_Computadora",784,0.83
2001,"Chiquimula",94267,"Usa Internet",31910,33.85
2001,"Chiquimula",94267,"No usa Internet",61330,65.06
2001,"Chiquimula",94267,"NA_Internet",1027,1.09
2002,"San José la Arada",7538,"Usa Celular",4946,65.61
2002,"San José la Arada",7538,"No Usa Celular",2519,33.42
2002,"San José la Arada",7538,"NA_Celular",73,0.97
2002,"San José la Arada",7538,"Usa Computadora",709,9.41
2002,"San José la Arada",7538,"No usa Computadora",6770,89.81
2002,"San José la Arada",7538,"NA_Computadora",59,0.78
2002,"San José la Arada",7538,"Usa Internet",2432,32.26
2002,"San José la Arada",7538,"No usa Internet",5025,66.66
2002,"San José la Arada",7538,"NA_Internet",81,1.07
2003,"San Juan Ermita",13703,"Usa Celular",7467,54.49
2003,"San Juan Ermita",13703,"No Usa Celular",6163,44.98
2003,"San Juan Ermita",13703,"NA_Celular",73,0.53
2003,"San Juan Ermita",13703,"Usa Computadora",1185,8.65
2003,"San Juan Ermita",13703,"No usa Computadora",12466,90.97
2003,"San Juan Ermita",13703,"NA_Computadora",52,0.38
2003,"San Juan Ermita",13703,"Usa Internet",2914,21.27
2003,"San Juan Ermita",13703,"No usa Internet",10710,78.16
2003,"San Juan Ermita",13703,"NA_Internet",79,0.58
2004,"Jocotán",52224,"Usa Celular",15989,30.62
2004,"Jocotán",52224,"No Usa Celular",35635,68.23
2004,"Jocotán",52224,"NA_Celular",600,1.15
2004,"Jocotán",52224,"Usa Computadora",2714,5.2
2004,"Jocotán",52224,"No usa Computadora",49220,94.25
2004,"Jocotán",52224,"NA_Computadora",290,0.56
2004,"Jocotán",52224,"Usa Internet",4931,9.44
2004,"Jocotán",52224,"No usa Internet",46680,89.38
2004,"Jocotán",52224,"NA_Internet",613,1.17
2005,"Camotán",44574,"Usa Celular",15275,34.27
2005,"Camotán",44574,"No Usa Celular",28919,64.88
2005,"Camotán",44574,"NA_Celular",380,0.85
2005,"Camotán",44574,"Usa Computadora",1833,4.11
2005,"Camotán",44574,"No usa Computadora",42555,95.47
2005,"Camotán",44574,"NA_Computadora",186,0.42
2005,"Camotán",44574,"Usa Internet",5409,12.13
2005,"Camotán",44574,"No usa Internet",38850,87.16
2005,"Camotán",44574,"NA_Internet",315,0.71
2006,"Olopa",21810,"Usa Celular",8368,38.37
2006,"Olopa",21810,"No Usa Celular",13226,60.64
2006,"Olopa",21810,"NA_Celular",216,0.99
2006,"Olopa",21810,"Usa Computadora",1033,4.74
2006,"Olopa",21810,"No usa Computadora",20640,94.64
2006,"Olopa",21810,"NA_Computadora",137,0.63
2006,"Olopa",21810,"Usa Internet",2159,9.9
2006,"Olopa",21810,"No usa Internet",19442,89.14
2006,"Olopa",21810,"NA_Internet",209,0.96
2007,"Esquipulas",45098,"Usa Celular",27025,59.93
2007,"Esquipulas",45098,"No Usa Celular",17559,38.94
2007,"Esquipulas",45098,"NA_Celular",514,1.14
2007,"Esquipulas",45098,"Usa Computadora",6869,15.23
2007,"Esquipulas",45098,"No usa Computadora",37823,83.87
2007,"Esquipulas",45098,"NA_Computadora",406,0.9
2007,"Esquipulas",45098,"Usa Internet",15347,34.03
2007,"Esquipulas",45098,"No usa Internet",29242,64.84
2007,"Esquipulas",45098,"NA_Internet",509,1.13
2008,"Concepción las Minas",10260,"Usa Celular",7011,68.33
2008,"Concepción las Minas",10260,"No Usa Celular",3146,30.66
2008,"Concepción las Minas",10260,"NA_Celular",103,1
2008,"Concepción las Minas",10260,"Usa Computadora",1120,10.92
2008,"Concepción las Minas",10260,"No usa Computadora",8995,87.67
2008,"Concepción las Minas",10260,"NA_Computadora",145,1.41
2008,"Concepción las Minas",10260,"Usa Internet",2902,28.28
2008,"Concepción las Minas",10260,"No usa Internet",7212,70.29
2008,"Concepción las Minas",10260,"NA_Internet",146,1.42
2009,"Quezaltepeque",24071,"Usa Celular",14998,62.31
2009,"Quezaltepeque",24071,"No Usa Celular",8883,36.9
2009,"Quezaltepeque",24071,"NA_Celular",190,0.79
2009,"Quezaltepeque",24071,"Usa Computadora",3346,13.9
2009,"Quezaltepeque",24071,"No usa Computadora",20546,85.36
2009,"Quezaltepeque",24071,"NA_Computadora",179,0.74
2009,"Quezaltepeque",24071,"Usa Internet",6229,25.88
2009,"Quezaltepeque",24071,"No usa Internet",17605,73.14
2009,"Quezaltepeque",24071,"NA_Internet",237,0.98
2010,"San Jacinto",10780,"Usa Celular",5549,51.47
2010,"San Jacinto",10780,"No Usa Celular",5163,47.89
2010,"San Jacinto",10780,"NA_Celular",68,0.63
2010,"San Jacinto",10780,"Usa Computadora",844,7.83
2010,"San Jacinto",10780,"No usa Computadora",9879,91.64
2010,"San Jacinto",10780,"NA_Computadora",57,0.53
2010,"San Jacinto",10780,"Usa Internet",2284,21.19
2010,"San Jacinto",10780,"No usa Internet",8414,78.05
2010,"San Jacinto",10780,"NA_Internet",82,0.76
2011,"Ipala",19509,"Usa Celular",13479,69.09
2011,"Ipala",19509,"No Usa Celular",5887,30.18
2011,"Ipala",19509,"NA_Celular",143,0.73
2011,"Ipala",19509,"Usa Computadora",2999,15.37
2011,"Ipala",19509,"No usa Computadora",16390,84.01
2011,"Ipala",19509,"NA_Computadora",120,0.62
2011,"Ipala",19509,"Usa Internet",7750,39.73
2011,"Ipala",19509,"No usa Internet",11618,59.55
2011,"Ipala",19509,"NA_Internet",141,0.72
2101,"Jalapa",130920,"Usa Celular",71649,54.73
2101,"Jalapa",130920,"No Usa Celular",58387,44.6
2101,"Jalapa",130920,"NA_Celular",884,0.68
2101,"Jalapa",130920,"Usa Computadora",21342,16.3
2101,"Jalapa",130920,"No usa Computadora",109018,83.27
2101,"Jalapa",130920,"NA_Computadora",560,0.43
2101,"Jalapa",130920,"Usa Internet",31656,24.18
2101,"Jalapa",130920,"No usa Internet",98332,75.11
2101,"Jalapa",130920,"NA_Internet",932,0.71
2102,"San Pedro Pinula",50234,"Usa Celular",20310,40.43
2102,"San Pedro Pinula",50234,"No Usa Celular",29665,59.05
2102,"San Pedro Pinula",50234,"NA_Celular",259,0.52
2102,"San Pedro Pinula",50234,"Usa Computadora",2794,5.56
2102,"San Pedro Pinula",50234,"No usa Computadora",47311,94.18
2102,"San Pedro Pinula",50234,"NA_Computadora",129,0.26
2102,"San Pedro Pinula",50234,"Usa Internet",5753,11.45
2102,"San Pedro Pinula",50234,"No usa Internet",44197,87.98
2102,"San Pedro Pinula",50234,"NA_Internet",284,0.57
2103,"San Luis Jilotepeque",21370,"Usa Celular",13426,62.83
2103,"San Luis Jilotepeque",21370,"No Usa Celular",7847,36.72
2103,"San Luis Jilotepeque",21370,"NA_Celular",97,0.45
2103,"San Luis Jilotepeque",21370,"Usa Computadora",3146,14.72
2103,"San Luis Jilotepeque",21370,"No usa Computadora",18162,84.99
2103,"San Luis Jilotepeque",21370,"NA_Computadora",62,0.29
2103,"San Luis Jilotepeque",21370,"Usa Internet",6339,29.66
