"Código","Municipio","Total de personas","Grupo de Edades 5 años","Cantidad","Porcentaje de Poblacion"
1501,"Salamá",65275,"75 - 79",620,0.95
1501,"Salamá",65275,"80 - 84",456,0.7
1501,"Salamá",65275,"85 - 89",292,0.45
1501,"Salamá",65275,"90 - 94",106,0.16
1501,"Salamá",65275,"95 - 99",26,0.04
1501,"Salamá",65275,"100 - más",1,0
1502,"San Miguel Chicaj",33121,"0 - 4",4167,12.58
1502,"San Miguel Chicaj",33121,"5 - 9",3931,11.87
1502,"San Miguel Chicaj",33121,"10 - 14",3700,11.17
1502,"San Miguel Chicaj",33121,"15 - 19",3777,11.4
1502,"San Miguel Chicaj",33121,"20 - 24",3440,10.39
1502,"San Miguel Chicaj",33121,"25 - 29",2830,8.54
1502,"San Miguel Chicaj",33121,"30 - 34",2319,7
1502,"San Miguel Chicaj",33121,"35 - 39",2010,6.07
1502,"San Miguel Chicaj",33121,"40 - 44",1500,4.53
1502,"San Miguel Chicaj",33121,"45 - 49",1127,3.4
1502,"San Miguel Chicaj",33121,"50 - 54",984,2.97
1502,"San Miguel Chicaj",33121,"55 - 59",924,2.79
1502,"San Miguel Chicaj",33121,"60 - 64",826,2.49
1502,"San Miguel Chicaj",33121,"65 - 69",627,1.89
1502,"San Miguel Chicaj",33121,"70 - 74",362,1.09
1502,"San Miguel Chicaj",33121,"75 - 79",260,0.79
1502,"San Miguel Chicaj",33121,"80 - 84",176,0.53
1502,"San Miguel Chicaj",33121,"85 - 89",111,0.34
1502,"San Miguel Chicaj",33121,"90 - 94",38,0.11
1502,"San Miguel Chicaj",33121,"95 - 99",12,0.04
1502,"San Miguel Chicaj",33121,"100 - más",0,0
1503,"Rabinal",40797,"0 - 4",4382,10.74
1503,"Rabinal",40797,"5 - 9",4243,10.4
1503,"Rabinal",40797,"10 - 14",4448,10.9
1503,"Rabinal",40797,"15 - 19",4870,11.94
1503,"Rabinal",40797,"20 - 24",4131,10.13
1503,"Rabinal",40797,"25 - 29",3141,7.7
1503,"Rabinal",40797,"30 - 34",2494,6.11
1503,"Rabinal",40797,"35 - 39",2348,5.76
1503,"Rabinal",40797,"40 - 44",2001,4.9
1503,"Rabinal",40797,"45 - 49",1785,4.38
1503,"Rabinal",40797,"50 - 54",1544,3.78
1503,"Rabinal",40797,"55 - 59",1319,3.23
1503,"Rabinal",40797,"60 - 64",1223,3
1503,"Rabinal",40797,"65 - 69",1026,2.51
1503,"Rabinal",40797,"70 - 74",707,1.73
1503,"Rabinal",40797,"75 - 79",485,1.19
1503,"Rabinal",40797,"80 - 84",366,0.9
1503,"Rabinal",40797,"85 - 89",205,0.5
1503,"Rabinal",40797,"90 - 94",68,0.17
1503,"Rabinal",40797,"95 - 99",9,0.02
1503,"Rabinal",40797,"100 - más",2,0
1504,"Cubulco",54869,"0 - 4",6808,12.41
1504,"Cubulco",54869,"5 - 9",6358,11.59
1504,"Cubulco",54869,"10 - 14",6111,11.14
1504,"Cubulco",54869,"15 - 19",6815,12.42
1504,"Cubulco",54869,"20 - 24",5435,9.91
1504,"Cubulco",54869,"25 - 29",4220,7.69
1504,"Cubulco",54869,"30 - 34",3535,6.44
1504,"Cubulco",54869,"35 - 39",3162,5.76
1504,"Cubulco",54869,"40 - 44",2479,4.52
1504,"Cubulco",54869,"45 - 49",2088,3.81
1504,"Cubulco",54869,"50 - 54",1733,3.16
1504,"Cubulco",54869,"55 - 59",1591,2.9
1504,"Cubulco",54869,"60 - 64",1311,2.39
1504,"Cubulco",54869,"65 - 69",1163,2.12
1504,"Cubulco",54869,"70 - 74",851,1.55
1504,"Cubulco",54869,"75 - 79",585,1.07
1504,"Cubulco",54869,"80 - 84",367,0.67
1504,"Cubulco",54869,"85 - 89",183,0.33
1504,"Cubulco",54869,"90 - 94",54,0.1
1504,"Cubulco",54869,"95 - 99",16,0.03
1504,"Cubulco",54869,"100 - más",4,0.01
1505,"Granados",13595,"0 - 4",1418,10.43
1505,"Granados",13595,"5 - 9",1316,9.68
1505,"Granados",13595,"10 - 14",1381,10.16
1505,"Granados",13595,"15 - 19",1534,11.28
1505,"Granados",13595,"20 - 24",1322,9.72
1505,"Granados",13595,"25 - 29",1016,7.47
1505,"Granados",13595,"30 - 34",864,6.36
1505,"Granados",13595,"35 - 39",827,6.08
1505,"Granados",13595,"40 - 44",715,5.26
1505,"Granados",13595,"45 - 49",624,4.59
1505,"Granados",13595,"50 - 54",545,4.01
1505,"Granados",13595,"55 - 59",493,3.63
1505,"Granados",13595,"60 - 64",402,2.96
1505,"Granados",13595,"65 - 69",378,2.78
1505,"Granados",13595,"70 - 74",297,2.18
1505,"Granados",13595,"75 - 79",211,1.55
1505,"Granados",13595,"80 - 84",140,1.03
1505,"Granados",13595,"85 - 89",82,0.6
1505,"Granados",13595,"90 - 94",24,0.18
1505,"Granados",13595,"95 - 99",5,0.04
1505,"Granados",13595,"100 - más",1,0.01
1506,"Santa Cruz El Chol",9538,"0 - 4",957,10.03
1506,"Santa Cruz El Chol",9538,"5 - 9",932,9.77
1506,"Santa Cruz El Chol",9538,"10 - 14",967,10.14
1506,"Santa Cruz El Chol",9538,"15 - 19",1101,11.54
1506,"Santa Cruz El Chol",9538,"20 - 24",973,10.2
1506,"Santa Cruz El Chol",9538,"25 - 29",706,7.4
1506,"Santa Cruz El Chol",9538,"30 - 34",591,6.2
1506,"Santa Cruz El Chol",9538,"35 - 39",559,5.86
1506,"Santa Cruz El Chol",9538,"40 - 44",485,5.08
1506,"Santa Cruz El Chol",9538,"45 - 49",446,4.68
1506,"Santa Cruz El Chol",9538,"50 - 54",396,4.15
1506,"Santa Cruz El Chol",9538,"55 - 59",368,3.86
1506,"Santa Cruz El Chol",9538,"60 - 64",296,3.1
1506,"Santa Cruz El Chol",9538,"65 - 69",252,2.64
1506,"Santa Cruz El Chol",9538,"70 - 74",188,1.97
1506,"Santa Cruz El Chol",9538,"75 - 79",139,1.46
1506,"Santa Cruz El Chol",9538,"80 - 84",99,1.04
1506,"Santa Cruz El Chol",9538,"85 - 89",68,0.71
1506,"Santa Cruz El Chol",9538,"90 - 94",9,0.09
1506,"Santa Cruz El Chol",9538,"95 - 99",6,0.06
1506,"Santa Cruz El Chol",9538,"100 - más",0,0
1507,"San Jerónimo",25459,"0 - 4",2882,11.32
1507,"San Jerónimo",25459,"5 - 9",2869,11.27
1507,"San Jerónimo",25459,"10 - 14",2758,10.83
1507,"San Jerónimo",25459,"15 - 19",2843,11.17
1507,"San Jerónimo",25459,"20 - 24",2452,9.63
1507,"San Jerónimo",25459,"25 - 29",2091,8.21
1507,"San Jerónimo",25459,"30 - 34",1895,7.44
1507,"San Jerónimo",25459,"35 - 39",1625,6.38
1507,"San Jerónimo",25459,"40 - 44",1261,4.95
1507,"San Jerónimo",25459,"45 - 49",1024,4.02
1507,"San Jerónimo",25459,"50 - 54",869,3.41
1507,"San Jerónimo",25459,"55 - 59",810,3.18
1507,"San Jerónimo",25459,"60 - 64",660,2.59
1507,"San Jerónimo",25459,"65 - 69",509,2
1507,"San Jerónimo",25459,"70 - 74",338,1.33
1507,"San Jerónimo",25459,"75 - 79",234,0.92
1507,"San Jerónimo",25459,"80 - 84",167,0.66
1507,"San Jerónimo",25459,"85 - 89",107,0.42
1507,"San Jerónimo",25459,"90 - 94",53,0.21
1507,"San Jerónimo",25459,"95 - 99",12,0.05
1507,"San Jerónimo",25459,"100 - más",0,0
1508,"Purulhá",56822,"0 - 4",8913,15.69
1508,"Purulhá",56822,"5 - 9",8441,14.86
1508,"Purulhá",56822,"10 - 14",7033,12.38
1508,"Purulhá",56822,"15 - 19",6813,11.99
1508,"Purulhá",56822,"20 - 24",5715,10.06
1508,"Purulhá",56822,"25 - 29",4292,7.55
1508,"Purulhá",56822,"30 - 34",3532,6.22
1508,"Purulhá",56822,"35 - 39",2953,5.2
1508,"Purulhá",56822,"40 - 44",2241,3.94
1508,"Purulhá",56822,"45 - 49",1647,2.9
1508,"Purulhá",56822,"50 - 54",1303,2.29
1508,"Purulhá",56822,"55 - 59",1112,1.96
1508,"Purulhá",56822,"60 - 64",974,1.71
1508,"Purulhá",56822,"65 - 69",783,1.38
1508,"Purulhá",56822,"70 - 74",474,0.83
1508,"Purulhá",56822,"75 - 79",272,0.48
1508,"Purulhá",56822,"80 - 84",186,0.33
1508,"Purulhá",56822,"85 - 89",98,0.17
1508,"Purulhá",56822,"90 - 94",31,0.05
1508,"Purulhá",56822,"95 - 99",9,0.02
1508,"Purulhá",56822,"100 - más",0,0
1601,"Cobán",212421,"0 - 4",25253,11.89
1601,"Cobán",212421,"5 - 9",26367,12.41
1601,"Cobán",212421,"10 - 14",24311,11.44
1601,"Cobán",212421,"15 - 19",25230,11.88
1601,"Cobán",212421,"20 - 24",21176,9.97
1601,"Cobán",212421,"25 - 29",17677,8.32
1601,"Cobán",212421,"30 - 34",15250,7.18
1601,"Cobán",212421,"35 - 39",13059,6.15
1601,"Cobán",212421,"40 - 44",10416,4.9
1601,"Cobán",212421,"45 - 49",8018,3.77
1601,"Cobán",212421,"50 - 54",6384,3.01
1601,"Cobán",212421,"55 - 59",5492,2.59
1601,"Cobán",212421,"60 - 64",4605,2.17
1601,"Cobán",212421,"65 - 69",3669,1.73
1601,"Cobán",212421,"70 - 74",2337,1.1
1601,"Cobán",212421,"75 - 79",1552,0.73
1601,"Cobán",212421,"80 - 84",919,0.43
1601,"Cobán",212421,"85 - 89",501,0.24
1601,"Cobán",212421,"90 - 94",157,0.07
1601,"Cobán",212421,"95 - 99",38,0.02
1601,"Cobán",212421,"100 - más",10,0
1602,"Santa Cruz Verapaz",32042,"0 - 4",4118,12.85
1602,"Santa Cruz Verapaz",32042,"5 - 9",4047,12.63
1602,"Santa Cruz Verapaz",32042,"10 - 14",3961,12.36
1602,"Santa Cruz Verapaz",32042,"15 - 19",3878,12.1
1602,"Santa Cruz Verapaz",32042,"20 - 24",3336,10.41
1602,"Santa Cruz Verapaz",32042,"25 - 29",2625,8.19
1602,"Santa Cruz Verapaz",32042,"30 - 34",2118,6.61
1602,"Santa Cruz Verapaz",32042,"35 - 39",1957,6.11
1602,"Santa Cruz Verapaz",32042,"40 - 44",1503,4.69
1602,"Santa Cruz Verapaz",32042,"45 - 49",1084,3.38
1602,"Santa Cruz Verapaz",32042,"50 - 54",800,2.5
1602,"Santa Cruz Verapaz",32042,"55 - 59",736,2.3
1602,"Santa Cruz Verapaz",32042,"60 - 64",602,1.88
1602,"Santa Cruz Verapaz",32042,"65 - 69",492,1.54
1602,"Santa Cruz Verapaz",32042,"70 - 74",310,0.97
1602,"Santa Cruz Verapaz",32042,"75 - 79",225,0.7
1602,"Santa Cruz Verapaz",32042,"80 - 84",143,0.45
1602,"Santa Cruz Verapaz",32042,"85 - 89",76,0.24
1602,"Santa Cruz Verapaz",32042,"90 - 94",24,0.07
1602,"Santa Cruz Verapaz",32042,"95 - 99",7,0.02
1602,"Santa Cruz Verapaz",32042,"100 - más",0,0
1603,"San Cristóbal Verapaz",68819,"0 - 4",9628,13.99
1603,"San Cristóbal Verapaz",68819,"5 - 9",9339,13.57
1603,"San Cristóbal Verapaz",68819,"10 - 14",8568,12.45
1603,"San Cristóbal Verapaz",68819,"15 - 19",8002,11.63
1603,"San Cristóbal Verapaz",68819,"20 - 24",6632,9.64
1603,"San Cristóbal Verapaz",68819,"25 - 29",5510,8.01
1603,"San Cristóbal Verapaz",68819,"30 - 34",4419,6.42
1603,"San Cristóbal Verapaz",68819,"35 - 39",3923,5.7
1603,"San Cristóbal Verapaz",68819,"40 - 44",2850,4.14
1603,"San Cristóbal Verapaz",68819,"45 - 49",2209,3.21
1603,"San Cristóbal Verapaz",68819,"50 - 54",1724,2.51
1603,"San Cristóbal Verapaz",68819,"55 - 59",1737,2.52
1603,"San Cristóbal Verapaz",68819,"60 - 64",1434,2.08
1603,"San Cristóbal Verapaz",68819,"65 - 69",1049,1.52
1603,"San Cristóbal Verapaz",68819,"70 - 74",701,1.02
1603,"San Cristóbal Verapaz",68819,"75 - 79",533,0.77
1603,"San Cristóbal Verapaz",68819,"80 - 84",327,0.48
1603,"San Cristóbal Verapaz",68819,"85 - 89",177,0.26
1603,"San Cristóbal Verapaz",68819,"90 - 94",43,0.06
1603,"San Cristóbal Verapaz",68819,"95 - 99",13,0.02
1603,"San Cristóbal Verapaz",68819,"100 - más",1,0
1604,"Tactic",38052,"0 - 4",4796,12.6
1604,"Tactic",38052,"5 - 9",4658,12.24
1604,"Tactic",38052,"10 - 14",4613,12.12
1604,"Tactic",38052,"15 - 19",4341,11.41
1604,"Tactic",38052,"20 - 24",3870,10.17
1604,"Tactic",38052,"25 - 29",3191,8.39
1604,"Tactic",38052,"30 - 34",2675,7.03
1604,"Tactic",38052,"35 - 39",2346,6.17
1604,"Tactic",38052,"40 - 44",1800,4.73
1604,"Tactic",38052,"45 - 49",1427,3.75
1604,"Tactic",38052,"50 - 54",1122,2.95
1604,"Tactic",38052,"55 - 59",878,2.31
1604,"Tactic",38052,"60 - 64",739,1.94
1604,"Tactic",38052,"65 - 69",594,1.56
1604,"Tactic",38052,"70 - 74",392,1.03
1604,"Tactic",38052,"75 - 79",275,0.72
1604,"Tactic",38052,"80 - 84",183,0.48
1604,"Tactic",38052,"85 - 89",113,0.3
1604,"Tactic",38052,"90 - 94",28,0.07
1604,"Tactic",38052,"95 - 99",10,0.03
1604,"Tactic",38052,"100 - más",1,0
1605,"Tamahú",19984,"0 - 4",2777,13.9
1605,"Tamahú",19984,"5 - 9",2725,13.64
1605,"Tamahú",19984,"10 - 14",2544,12.73
1605,"Tamahú",19984,"15 - 19",2410,12.06
1605,"Tamahú",19984,"20 - 24",2061,10.31
1605,"Tamahú",19984,"25 - 29",1590,7.96
1605,"Tamahú",19984,"30 - 34",1323,6.62
1605,"Tamahú",19984,"35 - 39",1056,5.28
1605,"Tamahú",19984,"40 - 44",834,4.17
1605,"Tamahú",19984,"45 - 49",648,3.24
1605,"Tamahú",19984,"50 - 54",530,2.65
1605,"Tamahú",19984,"55 - 59",413,2.07
1605,"Tamahú",19984,"60 - 64",347,1.74
1605,"Tamahú",19984,"65 - 69",290,1.45
1605,"Tamahú",19984,"70 - 74",177,0.89
1605,"Tamahú",19984,"75 - 79",104,0.52
1605,"Tamahú",19984,"80 - 84",90,0.45
1605,"Tamahú",19984,"85 - 89",53,0.27
1605,"Tamahú",19984,"90 - 94",8,0.04
1605,"Tamahú",19984,"95 - 99",3,0.02
1605,"Tamahú",19984,"100 - más",1,0.01
1606,"San Miguel Tucurú",43473,"0 - 4",6523,15
1606,"San Miguel Tucurú",43473,"5 - 9",6136,14.11
1606,"San Miguel Tucurú",43473,"10 - 14",5438,12.51
1606,"San Miguel Tucurú",43473,"15 - 19",5178,11.91
1606,"San Miguel Tucurú",43473,"20 - 24",4223,9.71
1606,"San Miguel Tucurú",43473,"25 - 29",3393,7.8
1606,"San Miguel Tucurú",43473,"30 - 34",2725,6.27
1606,"San Miguel Tucurú",43473,"35 - 39",2325,5.35
1606,"San Miguel Tucurú",43473,"40 - 44",1820,4.19
1606,"San Miguel Tucurú",43473,"45 - 49",1344,3.09
1606,"San Miguel Tucurú",43473,"50 - 54",1099,2.53
1606,"San Miguel Tucurú",43473,"55 - 59",911,2.1
1606,"San Miguel Tucurú",43473,"60 - 64",785,1.81
1606,"San Miguel Tucurú",43473,"65 - 69",603,1.39
1606,"San Miguel Tucurú",43473,"70 - 74",416,0.96
1606,"San Miguel Tucurú",43473,"75 - 79",259,0.6
1606,"San Miguel Tucurú",43473,"80 - 84",175,0.4
1606,"San Miguel Tucurú",43473,"85 - 89",84,0.19
1606,"San Miguel Tucurú",43473,"90 - 94",28,0.06
1606,"San Miguel Tucurú",43473,"95 - 99",8,0.02
1606,"San Miguel Tucurú",43473,"100 - más",0,0
1607,"Panzós",71846,"0 - 4",11090,15.44
1607,"Panzós",71846,"5 - 9",10704,14.9
1607,"Panzós",71846,"10 - 14",8882,12.36
1607,"Panzós",71846,"15 - 19",8600,11.97
1607,"Panzós",71846,"20 - 24",6954,9.68
1607,"Panzós",71846,"25 - 29",5306,7.39
1607,"Panzós",71846,"30 - 34",4379,6.09
1607,"Panzós",71846,"35 - 39",3727,5.19
1607,"Panzós",71846,"40 - 44",2952,4.11
1607,"Panzós",71846,"45 - 49",2205,3.07
1607,"Panzós",71846,"50 - 54",1833,2.55
1607,"Panzós",71846,"55 - 59",1509,2.1
1607,"Panzós",71846,"60 - 64",1220,1.7
1607,"Panzós",71846,"65 - 69",997,1.39
1607,"Panzós",71846,"70 - 74",582,0.81
1607,"Panzós",71846,"75 - 79",448,0.62
1607,"Panzós",71846,"80 - 84",273,0.38
1607,"Panzós",71846,"85 - 89",140,0.19
1607,"Panzós",71846,"90 - 94",35,0.05
1607,"Panzós",71846,"95 - 99",10,0.01
1607,"Panzós",71846,"100 - más",0,0
1608,"Senahú",91974,"0 - 4",13560,14.74
1608,"Senahú",91974,"5 - 9",12604,13.7
1608,"Senahú",91974,"10 - 14",10997,11.96
1608,"Senahú",91974,"15 - 19",11340,12.33
1608,"Senahú",91974,"20 - 24",8952,9.73
1608,"Senahú",91974,"25 - 29",6867,7.47
1608,"Senahú",91974,"30 - 34",5904,6.42
1608,"Senahú",91974,"35 - 39",5266,5.73
1608,"Senahú",91974,"40 - 44",3925,4.27
1608,"Senahú",91974,"45 - 49",3003,3.27
1608,"Senahú",91974,"50 - 54",2310,2.51
1608,"Senahú",91974,"55 - 59",2131,2.32
1608,"Senahú",91974,"60 - 64",1667,1.81
1608,"Senahú",91974,"65 - 69",1370,1.49
1608,"Senahú",91974,"70 - 74",900,0.98
1608,"Senahú",91974,"75 - 79",527,0.57
1608,"Senahú",91974,"80 - 84",378,0.41
1608,"Senahú",91974,"85 - 89",202,0.22
1608,"Senahú",91974,"90 - 94",58,0.06
1608,"Senahú",91974,"95 - 99",10,0.01
1608,"Senahú",91974,"100 - más",3,0
1609,"San Pedro Carchá",235275,"0 - 4",31805,13.52
1609,"San Pedro Carchá",235275,"5 - 9",30472,12.95
1609,"San Pedro Carchá",235275,"10 - 14",27424,11.66
1609,"San Pedro Carchá",235275,"15 - 19",27004,11.48
1609,"San Pedro Carchá",235275,"20 - 24",22728,9.66
1609,"San Pedro Carchá",235275,"25 - 29",18702,7.95
1609,"San Pedro Carchá",235275,"30 - 34",17131,7.28
1609,"San Pedro Carchá",235275,"35 - 39",15261,6.49
1609,"San Pedro Carchá",235275,"40 - 44",10688,4.54
1609,"San Pedro Carchá",235275,"45 - 49",7692,3.27
1609,"San Pedro Carchá",235275,"50 - 54",6181,2.63
1609,"San Pedro Carchá",235275,"55 - 59",5272,2.24
1609,"San Pedro Carchá",235275,"60 - 64",4685,1.99
1609,"San Pedro Carchá",235275,"65 - 69",4020,1.71
1609,"San Pedro Carchá",235275,"70 - 74",2562,1.09
1609,"San Pedro Carchá",235275,"75 - 79",1570,0.67
1609,"San Pedro Carchá",235275,"80 - 84",1226,0.52
1609,"San Pedro Carchá",235275,"85 - 89",598,0.25
1609,"San Pedro Carchá",235275,"90 - 94",195,0.08
1609,"San Pedro Carchá",235275,"95 - 99",54,0.02
1609,"San Pedro Carchá",235275,"100 - más",5,0
1610,"San Juan Chamelco",57456,"0 - 4",7508,13.07
1610,"San Juan Chamelco",57456,"5 - 9",7263,12.64
1610,"San Juan Chamelco",57456,"10 - 14",6679,11.62
1610,"San Juan Chamelco",57456,"15 - 19",6367,11.08
1610,"San Juan Chamelco",57456,"20 - 24",5613,9.77
1610,"San Juan Chamelco",57456,"25 - 29",4617,8.04
1610,"San Juan Chamelco",57456,"30 - 34",3986,6.94
1610,"San Juan Chamelco",57456,"35 - 39",3643,6.34
1610,"San Juan Chamelco",57456,"40 - 44",2894,5.04
1610,"San Juan Chamelco",57456,"45 - 49",1978,3.44
1610,"San Juan Chamelco",57456,"50 - 54",1518,2.64
1610,"San Juan Chamelco",57456,"55 - 59",1429,2.49
1610,"San Juan Chamelco",57456,"60 - 64",1208,2.1
1610,"San Juan Chamelco",57456,"65 - 69",1033,1.8
1610,"San Juan Chamelco",57456,"70 - 74",704,1.23
1610,"San Juan Chamelco",57456,"75 - 79",485,0.84
1610,"San Juan Chamelco",57456,"80 - 84",305,0.53
1610,"San Juan Chamelco",57456,"85 - 89",159,0.28
1610,"San Juan Chamelco",57456,"90 - 94",58,0.1
1610,"San Juan Chamelco",57456,"95 - 99",9,0.02
1610,"San Juan Chamelco",57456,"100 - más",0,0
1611,"San Agustín Lanquín",24099,"0 - 4",3167,13.14
1611,"San Agustín Lanquín",24099,"5 - 9",3238,13.44
1611,"San Agustín Lanquín",24099,"10 - 14",2773,11.51
1611,"San Agustín Lanquín",24099,"15 - 19",3013,12.5
1611,"San Agustín Lanquín",24099,"20 - 24",2423,10.05
1611,"San Agustín Lanquín",24099,"25 - 29",1923,7.98
1611,"San Agustín Lanquín",24099,"30 - 34",1659,6.88
1611,"San Agustín Lanquín",24099,"35 - 39",1483,6.15
1611,"San Agustín Lanquín",24099,"40 - 44",1077,4.47
1611,"San Agustín Lanquín",24099,"45 - 49",773,3.21
1611,"San Agustín Lanquín",24099,"50 - 54",606,2.51
1611,"San Agustín Lanquín",24099,"55 - 59",572,2.37
1611,"San Agustín Lanquín",24099,"60 - 64",477,1.98
1611,"San Agustín Lanquín",24099,"65 - 69",352,1.46
1611,"San Agustín Lanquín",24099,"70 - 74",237,0.98
1611,"San Agustín Lanquín",24099,"75 - 79",145,0.6
1611,"San Agustín Lanquín",24099,"80 - 84",104,0.43
1611,"San Agustín Lanquín",24099,"85 - 89",67,0.28
1611,"San Agustín Lanquín",24099,"90 - 94",9,0.04
1611,"San Agustín Lanquín",24099,"95 - 99",0,0
1611,"San Agustín Lanquín",24099,"100 - más",1,0
1612,"Santa María Cahabón",64911,"0 - 4",8405,12.95
1612,"Santa María Cahabón",64911,"5 - 9",8325,12.83
1612,"Santa María Cahabón",64911,"10 - 14",7868,12.12
1612,"Santa María Cahabón",64911,"15 - 19",8469,13.05
1612,"Santa María Cahabón",64911,"20 - 24",6714,10.34
1612,"Santa María Cahabón",64911,"25 - 29",5135,7.91
1612,"Santa María Cahabón",64911,"30 - 34",4205,6.48
1612,"Santa María Cahabón",64911,"35 - 39",3971,6.12
1612,"Santa María Cahabón",64911,"40 - 44",2983,4.6
1612,"Santa María Cahabón",64911,"45 - 49",2164,3.33
1612,"Santa María Cahabón",64911,"50 - 54",1714,2.64
1612,"Santa María Cahabón",64911,"55 - 59",1500,2.31
1612,"Santa María Cahabón",64911,"60 - 64",1192,1.84
1612,"Santa María Cahabón",64911,"65 - 69",889,1.37
1612,"Santa María Cahabón",64911,"70 - 74",593,0.91
1612,"Santa María Cahabón",64911,"75 - 79",360,0.55
1612,"Santa María Cahabón",64911,"80 - 84",270,0.42
1612,"Santa María Cahabón",64911,"85 - 89",105,0.16
1612,"Santa María Cahabón",64911,"90 - 94",42,0.06
1612,"Santa María Cahabón",64911,"95 - 99",4,0.01
1612,"Santa María Cahabón",64911,"100 - más",3,0
1613,"Chisec",84553,"0 - 4",12438,14.71
1613,"Chisec",84553,"5 - 9",12180,14.41
1613,"Chisec",84553,"10 - 14",11104,13.13
1613,"Chisec",84553,"15 - 19",10625,12.57
1613,"Chisec",84553,"20 - 24",8566,10.13
1613,"Chisec",84553,"25 - 29",6587,7.79
1613,"Chisec",84553,"30 - 34",5497,6.5
1613,"Chisec",84553,"35 - 39",4394,5.2
1613,"Chisec",84553,"40 - 44",3332,3.94
1613,"Chisec",84553,"45 - 49",2471,2.92
1613,"Chisec",84553,"50 - 54",1818,2.15
1613,"Chisec",84553,"55 - 59",1617,1.91
1613,"Chisec",84553,"60 - 64",1368,1.62
1613,"Chisec",84553,"65 - 69",1069,1.26
1613,"Chisec",84553,"70 - 74",647,0.77
1613,"Chisec",84553,"75 - 79",392,0.46
1613,"Chisec",84553,"80 - 84",270,0.32
1613,"Chisec",84553,"85 - 89",142,0.17
1613,"Chisec",84553,"90 - 94",28,0.03
1613,"Chisec",84553,"95 - 99",5,0.01
1613,"Chisec",84553,"100 - más",3,0
1614,"Chahal",26644,"0 - 4",3722,13.97
1614,"Chahal",26644,"5 - 9",3574,13.41
1614,"Chahal",26644,"10 - 14",3004,11.27
1614,"Chahal",26644,"15 - 19",3232,12.13
1614,"Chahal",26644,"20 - 24",2816,10.57
1614,"Chahal",26644,"25 - 29",2127,7.98
1614,"Chahal",26644,"30 - 34",1763,6.62
1614,"Chahal",26644,"35 - 39",1549,5.81
1614,"Chahal",26644,"40 - 44",1154,4.33
1614,"Chahal",26644,"45 - 49",886,3.33
1614,"Chahal",26644,"50 - 54",761,2.86
1614,"Chahal",26644,"55 - 59",640,2.4
1614,"Chahal",26644,"60 - 64",470,1.76
1614,"Chahal",26644,"65 - 69",344,1.29
1614,"Chahal",26644,"70 - 74",251,0.94
1614,"Chahal",26644,"75 - 79",175,0.66
1614,"Chahal",26644,"80 - 84",102,0.38
1614,"Chahal",26644,"85 - 89",60,0.23
1614,"Chahal",26644,"90 - 94",9,0.03
1614,"Chahal",26644,"95 - 99",5,0.02
1614,"Chahal",26644,"100 - más",0,0
1615,"Fray Bartolomé de las Casas",66141,"0 - 4",9164,13.86
1615,"Fray Bartolomé de las Casas",66141,"5 - 9",9093,13.75
1615,"Fray Bartolomé de las Casas",66141,"10 - 14",8294,12.54
1615,"Fray Bartolomé de las Casas",66141,"15 - 19",7720,11.67
1615,"Fray Bartolomé de las Casas",66141,"20 - 24",6473,9.79
1615,"Fray Bartolomé de las Casas",66141,"25 - 29",4953,7.49
1615,"Fray Bartolomé de las Casas",66141,"30 - 34",4380,6.62
1615,"Fray Bartolomé de las Casas",66141,"35 - 39",3779,5.71
1615,"Fray Bartolomé de las Casas",66141,"40 - 44",3137,4.74
1615,"Fray Bartolomé de las Casas",66141,"45 - 49",2289,3.46
1615,"Fray Bartolomé de las Casas",66141,"50 - 54",1624,2.46
1615,"Fray Bartolomé de las Casas",66141,"55 - 59",1369,2.07
1615,"Fray Bartolomé de las Casas",66141,"60 - 64",1191,1.8
1615,"Fray Bartolomé de las Casas",66141,"65 - 69",1067,1.61
1615,"Fray Bartolomé de las Casas",66141,"70 - 74",682,1.03
1615,"Fray Bartolomé de las Casas",66141,"75 - 79",420,0.64
1615,"Fray Bartolomé de las Casas",66141,"80 - 84",310,0.47
1615,"Fray Bartolomé de las Casas",66141,"85 - 89",135,0.2
1615,"Fray Bartolomé de las Casas",66141,"90 - 94",50,0.08
1615,"Fray Bartolomé de las Casas",66141,"95 - 99",11,0.02
1615,"Fray Bartolomé de las Casas",66141,"100 - más",0,0
1616,"Santa Catalina La Tinta",40516,"0 - 4",5661,13.97
1616,"Santa Catalina La Tinta",40516,"5 - 9",5482,13.53
1616,"Santa Catalina La Tinta",40516,"10 - 14",5036,12.43
1616,"Santa Catalina La Tinta",40516,"15 - 19",4854,11.98
1616,"Santa Catalina La Tinta",40516,"20 - 24",3868,9.55
1616,"Santa Catalina La Tinta",40516,"25 - 29",3185,7.86
1616,"Santa Catalina La Tinta",40516,"30 - 34",2713,6.7
1616,"Santa Catalina La Tinta",40516,"35 - 39",2417,5.97
1616,"Santa Catalina La Tinta",40516,"40 - 44",1768,4.36
1616,"Santa Catalina La Tinta",40516,"45 - 49",1322,3.26
1616,"Santa Catalina La Tinta",40516,"50 - 54",1008,2.49
1616,"Santa Catalina La Tinta",40516,"55 - 59",906,2.24
1616,"Santa Catalina La Tinta",40516,"60 - 64",742,1.83
1616,"Santa Catalina La Tinta",40516,"65 - 69",610,1.51
1616,"Santa Catalina La Tinta",40516,"70 - 74",393,0.97
1616,"Santa Catalina La Tinta",40516,"75 - 79",252,0.62
