"Código","Municipio","Total de personas","Grupo de Edades 5 años","Cantidad","Porcentaje de Poblacion"
706,"Santa Catarina Ixtahuacán",56981,"30 - 34",3892,6.83
706,"Santa Catarina Ixtahuacán",56981,"35 - 39",3464,6.08
706,"Santa Catarina Ixtahuacán",56981,"40 - 44",2873,5.04
706,"Santa Catarina Ixtahuacán",56981,"45 - 49",2090,3.67
706,"Santa Catarina Ixtahuacán",56981,"50 - 54",1674,2.94
706,"Santa Catarina Ixtahuacán",56981,"55 - 59",1440,2.53
706,"Santa Catarina Ixtahuacán",56981,"60 - 64",1167,2.05
706,"Santa Catarina Ixtahuacán",56981,"65 - 69",899,1.58
706,"Santa Catarina Ixtahuacán",56981,"70 - 74",675,1.18
706,"Santa Catarina Ixtahuacán",56981,"75 - 79",441,0.77
706,"Santa Catarina Ixtahuacán",56981,"80 - 84",234,0.41
706,"Santa Catarina Ixtahuacán",56981,"85 - 89",128,0.22
706,"Santa Catarina Ixtahuacán",56981,"90 - 94",65,0.11
706,"Santa Catarina Ixtahuacán",56981,"95 - 99",23,0.04
706,"Santa Catarina Ixtahuacán",56981,"100 - más",3,0.01
707,"Santa Clara la Laguna",9405,"0 - 4",958,10.19
707,"Santa Clara la Laguna",9405,"5 - 9",989,10.52
707,"Santa Clara la Laguna",9405,"10 - 14",1078,11.46
707,"Santa Clara la Laguna",9405,"15 - 19",1202,12.78
707,"Santa Clara la Laguna",9405,"20 - 24",1046,11.12
707,"Santa Clara la Laguna",9405,"25 - 29",806,8.57
707,"Santa Clara la Laguna",9405,"30 - 34",665,7.07
707,"Santa Clara la Laguna",9405,"35 - 39",618,6.57
707,"Santa Clara la Laguna",9405,"40 - 44",444,4.72
707,"Santa Clara la Laguna",9405,"45 - 49",399,4.24
707,"Santa Clara la Laguna",9405,"50 - 54",311,3.31
707,"Santa Clara la Laguna",9405,"55 - 59",251,2.67
707,"Santa Clara la Laguna",9405,"60 - 64",195,2.07
707,"Santa Clara la Laguna",9405,"65 - 69",151,1.61
707,"Santa Clara la Laguna",9405,"70 - 74",113,1.2
707,"Santa Clara la Laguna",9405,"75 - 79",85,0.9
707,"Santa Clara la Laguna",9405,"80 - 84",38,0.4
707,"Santa Clara la Laguna",9405,"85 - 89",38,0.4
707,"Santa Clara la Laguna",9405,"90 - 94",16,0.17
707,"Santa Clara la Laguna",9405,"95 - 99",0,0
707,"Santa Clara la Laguna",9405,"100 - más",2,0.02
708,"Concepción",6601,"0 - 4",797,12.07
708,"Concepción",6601,"5 - 9",927,14.04
708,"Concepción",6601,"10 - 14",969,14.68
708,"Concepción",6601,"15 - 19",787,11.92
708,"Concepción",6601,"20 - 24",670,10.15
708,"Concepción",6601,"25 - 29",542,8.21
708,"Concepción",6601,"30 - 34",456,6.91
708,"Concepción",6601,"35 - 39",359,5.44
708,"Concepción",6601,"40 - 44",276,4.18
708,"Concepción",6601,"45 - 49",200,3.03
708,"Concepción",6601,"50 - 54",171,2.59
708,"Concepción",6601,"55 - 59",102,1.55
708,"Concepción",6601,"60 - 64",107,1.62
708,"Concepción",6601,"65 - 69",103,1.56
708,"Concepción",6601,"70 - 74",58,0.88
708,"Concepción",6601,"75 - 79",48,0.73
708,"Concepción",6601,"80 - 84",17,0.26
708,"Concepción",6601,"85 - 89",9,0.14
708,"Concepción",6601,"90 - 94",2,0.03
708,"Concepción",6601,"95 - 99",1,0.02
708,"Concepción",6601,"100 - más",0,0
709,"San Andrés Semetabaj",13142,"0 - 4",1418,10.79
709,"San Andrés Semetabaj",13142,"5 - 9",1515,11.53
709,"San Andrés Semetabaj",13142,"10 - 14",1541,11.73
709,"San Andrés Semetabaj",13142,"15 - 19",1623,12.35
709,"San Andrés Semetabaj",13142,"20 - 24",1341,10.2
709,"San Andrés Semetabaj",13142,"25 - 29",1045,7.95
709,"San Andrés Semetabaj",13142,"30 - 34",813,6.19
709,"San Andrés Semetabaj",13142,"35 - 39",805,6.13
709,"San Andrés Semetabaj",13142,"40 - 44",684,5.2
709,"San Andrés Semetabaj",13142,"45 - 49",587,4.47
709,"San Andrés Semetabaj",13142,"50 - 54",472,3.59
709,"San Andrés Semetabaj",13142,"55 - 59",388,2.95
709,"San Andrés Semetabaj",13142,"60 - 64",242,1.84
709,"San Andrés Semetabaj",13142,"65 - 69",211,1.61
709,"San Andrés Semetabaj",13142,"70 - 74",164,1.25
709,"San Andrés Semetabaj",13142,"75 - 79",133,1.01
709,"San Andrés Semetabaj",13142,"80 - 84",95,0.72
709,"San Andrés Semetabaj",13142,"85 - 89",49,0.37
709,"San Andrés Semetabaj",13142,"90 - 94",12,0.09
709,"San Andrés Semetabaj",13142,"95 - 99",3,0.02
709,"San Andrés Semetabaj",13142,"100 - más",1,0.01
710,"Panajachel",15077,"0 - 4",1409,9.35
710,"Panajachel",15077,"5 - 9",1542,10.23
710,"Panajachel",15077,"10 - 14",1524,10.11
710,"Panajachel",15077,"15 - 19",1573,10.43
710,"Panajachel",15077,"20 - 24",1558,10.33
710,"Panajachel",15077,"25 - 29",1320,8.76
710,"Panajachel",15077,"30 - 34",1217,8.07
710,"Panajachel",15077,"35 - 39",1083,7.18
710,"Panajachel",15077,"40 - 44",837,5.55
710,"Panajachel",15077,"45 - 49",720,4.78
710,"Panajachel",15077,"50 - 54",585,3.88
710,"Panajachel",15077,"55 - 59",516,3.42
710,"Panajachel",15077,"60 - 64",381,2.53
710,"Panajachel",15077,"65 - 69",330,2.19
710,"Panajachel",15077,"70 - 74",237,1.57
710,"Panajachel",15077,"75 - 79",115,0.76
710,"Panajachel",15077,"80 - 84",65,0.43
710,"Panajachel",15077,"85 - 89",44,0.29
710,"Panajachel",15077,"90 - 94",15,0.1
710,"Panajachel",15077,"95 - 99",6,0.04
710,"Panajachel",15077,"100 - más",0,0
711,"Santa Catarina Palopó",3924,"0 - 4",405,10.32
711,"Santa Catarina Palopó",3924,"5 - 9",463,11.8
711,"Santa Catarina Palopó",3924,"10 - 14",535,13.63
711,"Santa Catarina Palopó",3924,"15 - 19",526,13.4
711,"Santa Catarina Palopó",3924,"20 - 24",427,10.88
711,"Santa Catarina Palopó",3924,"25 - 29",318,8.1
711,"Santa Catarina Palopó",3924,"30 - 34",213,5.43
711,"Santa Catarina Palopó",3924,"35 - 39",241,6.14
711,"Santa Catarina Palopó",3924,"40 - 44",163,4.15
711,"Santa Catarina Palopó",3924,"45 - 49",165,4.2
711,"Santa Catarina Palopó",3924,"50 - 54",129,3.29
711,"Santa Catarina Palopó",3924,"55 - 59",83,2.12
711,"Santa Catarina Palopó",3924,"60 - 64",85,2.17
711,"Santa Catarina Palopó",3924,"65 - 69",65,1.66
711,"Santa Catarina Palopó",3924,"70 - 74",42,1.07
711,"Santa Catarina Palopó",3924,"75 - 79",34,0.87
711,"Santa Catarina Palopó",3924,"80 - 84",23,0.59
711,"Santa Catarina Palopó",3924,"85 - 89",4,0.1
711,"Santa Catarina Palopó",3924,"90 - 94",1,0.03
711,"Santa Catarina Palopó",3924,"95 - 99",2,0.05
711,"Santa Catarina Palopó",3924,"100 - más",0,0
712,"San Antonio Palopó",14437,"0 - 4",1566,10.85
712,"San Antonio Palopó",14437,"5 - 9",1564,10.83
712,"San Antonio Palopó",14437,"10 - 14",1785,12.36
712,"San Antonio Palopó",14437,"15 - 19",1798,12.45
712,"San Antonio Palopó",14437,"20 - 24",1470,10.18
712,"San Antonio Palopó",14437,"25 - 29",1116,7.73
712,"San Antonio Palopó",14437,"30 - 34",898,6.22
712,"San Antonio Palopó",14437,"35 - 39",932,6.46
712,"San Antonio Palopó",14437,"40 - 44",741,5.13
712,"San Antonio Palopó",14437,"45 - 49",618,4.28
712,"San Antonio Palopó",14437,"50 - 54",513,3.55
712,"San Antonio Palopó",14437,"55 - 59",392,2.72
712,"San Antonio Palopó",14437,"60 - 64",344,2.38
712,"San Antonio Palopó",14437,"65 - 69",251,1.74
712,"San Antonio Palopó",14437,"70 - 74",179,1.24
712,"San Antonio Palopó",14437,"75 - 79",120,0.83
712,"San Antonio Palopó",14437,"80 - 84",89,0.62
712,"San Antonio Palopó",14437,"85 - 89",41,0.28
712,"San Antonio Palopó",14437,"90 - 94",17,0.12
712,"San Antonio Palopó",14437,"95 - 99",3,0.02
712,"San Antonio Palopó",14437,"100 - más",0,0
713,"San Lucas Tolimán",29772,"0 - 4",3098,10.41
713,"San Lucas Tolimán",29772,"5 - 9",3251,10.92
713,"San Lucas Tolimán",29772,"10 - 14",3434,11.53
713,"San Lucas Tolimán",29772,"15 - 19",3538,11.88
713,"San Lucas Tolimán",29772,"20 - 24",3170,10.65
713,"San Lucas Tolimán",29772,"25 - 29",2621,8.8
713,"San Lucas Tolimán",29772,"30 - 34",2164,7.27
713,"San Lucas Tolimán",29772,"35 - 39",1967,6.61
713,"San Lucas Tolimán",29772,"40 - 44",1449,4.87
713,"San Lucas Tolimán",29772,"45 - 49",1236,4.15
713,"San Lucas Tolimán",29772,"50 - 54",961,3.23
713,"San Lucas Tolimán",29772,"55 - 59",783,2.63
713,"San Lucas Tolimán",29772,"60 - 64",625,2.1
713,"San Lucas Tolimán",29772,"65 - 69",512,1.72
713,"San Lucas Tolimán",29772,"70 - 74",408,1.37
713,"San Lucas Tolimán",29772,"75 - 79",265,0.89
713,"San Lucas Tolimán",29772,"80 - 84",154,0.52
713,"San Lucas Tolimán",29772,"85 - 89",78,0.26
713,"San Lucas Tolimán",29772,"90 - 94",52,0.17
713,"San Lucas Tolimán",29772,"95 - 99",5,0.02
713,"San Lucas Tolimán",29772,"100 - más",1,0
714,"Santa Cruz la Laguna",5820,"0 - 4",707,12.15
714,"Santa Cruz la Laguna",5820,"5 - 9",749,12.87
714,"Santa Cruz la Laguna",5820,"10 - 14",785,13.49
714,"Santa Cruz la Laguna",5820,"15 - 19",709,12.18
714,"Santa Cruz la Laguna",5820,"20 - 24",621,10.67
714,"Santa Cruz la Laguna",5820,"25 - 29",492,8.45
714,"Santa Cruz la Laguna",5820,"30 - 34",361,6.2
714,"Santa Cruz la Laguna",5820,"35 - 39",325,5.58
714,"Santa Cruz la Laguna",5820,"40 - 44",268,4.6
714,"Santa Cruz la Laguna",5820,"45 - 49",212,3.64
714,"Santa Cruz la Laguna",5820,"50 - 54",166,2.85
714,"Santa Cruz la Laguna",5820,"55 - 59",123,2.11
714,"Santa Cruz la Laguna",5820,"60 - 64",95,1.63
714,"Santa Cruz la Laguna",5820,"65 - 69",84,1.44
714,"Santa Cruz la Laguna",5820,"70 - 74",67,1.15
714,"Santa Cruz la Laguna",5820,"75 - 79",33,0.57
714,"Santa Cruz la Laguna",5820,"80 - 84",14,0.24
714,"Santa Cruz la Laguna",5820,"85 - 89",8,0.14
714,"Santa Cruz la Laguna",5820,"90 - 94",1,0.02
714,"Santa Cruz la Laguna",5820,"95 - 99",0,0
714,"Santa Cruz la Laguna",5820,"100 - más",0,0
715,"San Pablo la Laguna",7299,"0 - 4",688,9.43
715,"San Pablo la Laguna",7299,"5 - 9",684,9.37
715,"San Pablo la Laguna",7299,"10 - 14",735,10.07
715,"San Pablo la Laguna",7299,"15 - 19",915,12.54
715,"San Pablo la Laguna",7299,"20 - 24",815,11.17
715,"San Pablo la Laguna",7299,"25 - 29",663,9.08
715,"San Pablo la Laguna",7299,"30 - 34",588,8.06
715,"San Pablo la Laguna",7299,"35 - 39",527,7.22
715,"San Pablo la Laguna",7299,"40 - 44",345,4.73
715,"San Pablo la Laguna",7299,"45 - 49",347,4.75
715,"San Pablo la Laguna",7299,"50 - 54",231,3.16
715,"San Pablo la Laguna",7299,"55 - 59",195,2.67
715,"San Pablo la Laguna",7299,"60 - 64",186,2.55
715,"San Pablo la Laguna",7299,"65 - 69",146,2
715,"San Pablo la Laguna",7299,"70 - 74",102,1.4
715,"San Pablo la Laguna",7299,"75 - 79",70,0.96
715,"San Pablo la Laguna",7299,"80 - 84",28,0.38
715,"San Pablo la Laguna",7299,"85 - 89",25,0.34
715,"San Pablo la Laguna",7299,"90 - 94",5,0.07
715,"San Pablo la Laguna",7299,"95 - 99",4,0.05
715,"San Pablo la Laguna",7299,"100 - más",0,0
716,"San Marcos la Laguna",2617,"0 - 4",229,8.75
716,"San Marcos la Laguna",2617,"5 - 9",211,8.06
716,"San Marcos la Laguna",2617,"10 - 14",267,10.2
716,"San Marcos la Laguna",2617,"15 - 19",341,13.03
716,"San Marcos la Laguna",2617,"20 - 24",322,12.3
716,"San Marcos la Laguna",2617,"25 - 29",251,9.59
716,"San Marcos la Laguna",2617,"30 - 34",189,7.22
716,"San Marcos la Laguna",2617,"35 - 39",216,8.25
716,"San Marcos la Laguna",2617,"40 - 44",147,5.62
716,"San Marcos la Laguna",2617,"45 - 49",86,3.29
716,"San Marcos la Laguna",2617,"50 - 54",92,3.52
716,"San Marcos la Laguna",2617,"55 - 59",83,3.17
716,"San Marcos la Laguna",2617,"60 - 64",69,2.64
716,"San Marcos la Laguna",2617,"65 - 69",39,1.49
716,"San Marcos la Laguna",2617,"70 - 74",31,1.18
716,"San Marcos la Laguna",2617,"75 - 79",24,0.92
716,"San Marcos la Laguna",2617,"80 - 84",13,0.5
716,"San Marcos la Laguna",2617,"85 - 89",7,0.27
716,"San Marcos la Laguna",2617,"90 - 94",0,0
716,"San Marcos la Laguna",2617,"95 - 99",0,0
716,"San Marcos la Laguna",2617,"100 - más",0,0
717,"San Juan la Laguna",12162,"0 - 4",1324,10.89
717,"San Juan la Laguna",12162,"5 - 9",1338,11
717,"San Juan la Laguna",12162,"10 - 14",1406,11.56
717,"San Juan la Laguna",12162,"15 - 19",1361,11.19
717,"San Juan la Laguna",12162,"20 - 24",1217,10.01
717,"San Juan la Laguna",12162,"25 - 29",1077,8.86
717,"San Juan la Laguna",12162,"30 - 34",929,7.64
717,"San Juan la Laguna",12162,"35 - 39",786,6.46
717,"San Juan la Laguna",12162,"40 - 44",636,5.23
717,"San Juan la Laguna",12162,"45 - 49",465,3.82
717,"San Juan la Laguna",12162,"50 - 54",421,3.46
717,"San Juan la Laguna",12162,"55 - 59",331,2.72
717,"San Juan la Laguna",12162,"60 - 64",270,2.22
717,"San Juan la Laguna",12162,"65 - 69",227,1.87
717,"San Juan la Laguna",12162,"70 - 74",167,1.37
717,"San Juan la Laguna",12162,"75 - 79",95,0.78
717,"San Juan la Laguna",12162,"80 - 84",65,0.53
717,"San Juan la Laguna",12162,"85 - 89",36,0.3
717,"San Juan la Laguna",12162,"90 - 94",5,0.04
717,"San Juan la Laguna",12162,"95 - 99",6,0.05
717,"San Juan la Laguna",12162,"100 - más",0,0
718,"San Pedro la Laguna",10705,"0 - 4",912,8.52
718,"San Pedro la Laguna",10705,"5 - 9",878,8.2
718,"San Pedro la Laguna",10705,"10 - 14",863,8.06
718,"San Pedro la Laguna",10705,"15 - 19",1003,9.37
718,"San Pedro la Laguna",10705,"20 - 24",1012,9.45
718,"San Pedro la Laguna",10705,"25 - 29",947,8.85
718,"San Pedro la Laguna",10705,"30 - 34",762,7.12
718,"San Pedro la Laguna",10705,"35 - 39",721,6.74
718,"San Pedro la Laguna",10705,"40 - 44",597,5.58
718,"San Pedro la Laguna",10705,"45 - 49",651,6.08
718,"San Pedro la Laguna",10705,"50 - 54",558,5.21
718,"San Pedro la Laguna",10705,"55 - 59",506,4.73
718,"San Pedro la Laguna",10705,"60 - 64",371,3.47
718,"San Pedro la Laguna",10705,"65 - 69",295,2.76
718,"San Pedro la Laguna",10705,"70 - 74",252,2.35
718,"San Pedro la Laguna",10705,"75 - 79",150,1.4
718,"San Pedro la Laguna",10705,"80 - 84",117,1.09
718,"San Pedro la Laguna",10705,"85 - 89",80,0.75
718,"San Pedro la Laguna",10705,"90 - 94",20,0.19
718,"San Pedro la Laguna",10705,"95 - 99",10,0.09
718,"San Pedro la Laguna",10705,"100 - más",0,0
719,"Santiago Atitlán",41877,"0 - 4",3714,8.87
719,"Santiago Atitlán",41877,"5 - 9",3806,9.09
719,"Santiago Atitlán",41877,"10 - 14",3973,9.49
719,"Santiago Atitlán",41877,"15 - 19",4493,10.73
719,"Santiago Atitlán",41877,"20 - 24",4471,10.68
719,"Santiago Atitlán",41877,"25 - 29",4074,9.73
719,"Santiago Atitlán",41877,"30 - 34",3269,7.81
719,"Santiago Atitlán",41877,"35 - 39",3036,7.25
719,"Santiago Atitlán",41877,"40 - 44",2558,6.11
719,"Santiago Atitlán",41877,"45 - 49",2065,4.93
719,"Santiago Atitlán",41877,"50 - 54",1675,4
719,"Santiago Atitlán",41877,"55 - 59",1259,3.01
719,"Santiago Atitlán",41877,"60 - 64",1047,2.5
719,"Santiago Atitlán",41877,"65 - 69",827,1.97
719,"Santiago Atitlán",41877,"70 - 74",655,1.56
719,"Santiago Atitlán",41877,"75 - 79",483,1.15
719,"Santiago Atitlán",41877,"80 - 84",265,0.63
719,"Santiago Atitlán",41877,"85 - 89",133,0.32
719,"Santiago Atitlán",41877,"90 - 94",48,0.11
719,"Santiago Atitlán",41877,"95 - 99",24,0.06
719,"Santiago Atitlán",41877,"100 - más",2,0
801,"Totonicapán",103952,"0 - 4",9484,9.12
801,"Totonicapán",103952,"5 - 9",9238,8.89
801,"Totonicapán",103952,"10 - 14",10086,9.7
801,"Totonicapán",103952,"15 - 19",11631,11.19
801,"Totonicapán",103952,"20 - 24",11164,10.74
801,"Totonicapán",103952,"25 - 29",9381,9.02
801,"Totonicapán",103952,"30 - 34",7068,6.8
801,"Totonicapán",103952,"35 - 39",6317,6.08
801,"Totonicapán",103952,"40 - 44",5438,5.23
801,"Totonicapán",103952,"45 - 49",5006,4.82
801,"Totonicapán",103952,"50 - 54",4606,4.43
801,"Totonicapán",103952,"55 - 59",3776,3.63
801,"Totonicapán",103952,"60 - 64",3225,3.1
801,"Totonicapán",103952,"65 - 69",2467,2.37
801,"Totonicapán",103952,"70 - 74",2009,1.93
801,"Totonicapán",103952,"75 - 79",1376,1.32
801,"Totonicapán",103952,"80 - 84",856,0.82
801,"Totonicapán",103952,"85 - 89",587,0.56
801,"Totonicapán",103952,"90 - 94",193,0.19
801,"Totonicapán",103952,"95 - 99",39,0.04
801,"Totonicapán",103952,"100 - más",5,0
802,"San Cristóbal Totonicapán",36119,"0 - 4",3416,9.46
802,"San Cristóbal Totonicapán",36119,"5 - 9",3455,9.57
802,"San Cristóbal Totonicapán",36119,"10 - 14",3518,9.74
802,"San Cristóbal Totonicapán",36119,"15 - 19",4266,11.81
802,"San Cristóbal Totonicapán",36119,"20 - 24",3978,11.01
802,"San Cristóbal Totonicapán",36119,"25 - 29",3305,9.15
802,"San Cristóbal Totonicapán",36119,"30 - 34",2525,6.99
802,"San Cristóbal Totonicapán",36119,"35 - 39",2297,6.36
802,"San Cristóbal Totonicapán",36119,"40 - 44",1860,5.15
802,"San Cristóbal Totonicapán",36119,"45 - 49",1666,4.61
802,"San Cristóbal Totonicapán",36119,"50 - 54",1397,3.87
802,"San Cristóbal Totonicapán",36119,"55 - 59",1138,3.15
802,"San Cristóbal Totonicapán",36119,"60 - 64",973,2.69
802,"San Cristóbal Totonicapán",36119,"65 - 69",818,2.26
802,"San Cristóbal Totonicapán",36119,"70 - 74",583,1.61
802,"San Cristóbal Totonicapán",36119,"75 - 79",408,1.13
802,"San Cristóbal Totonicapán",36119,"80 - 84",260,0.72
802,"San Cristóbal Totonicapán",36119,"85 - 89",164,0.45
802,"San Cristóbal Totonicapán",36119,"90 - 94",74,0.2
802,"San Cristóbal Totonicapán",36119,"95 - 99",17,0.05
802,"San Cristóbal Totonicapán",36119,"100 - más",1,0
803,"San Francisco el Alto",57894,"0 - 4",6314,10.91
803,"San Francisco el Alto",57894,"5 - 9",6002,10.37
803,"San Francisco el Alto",57894,"10 - 14",6379,11.02
803,"San Francisco el Alto",57894,"15 - 19",7082,12.23
803,"San Francisco el Alto",57894,"20 - 24",6618,11.43
803,"San Francisco el Alto",57894,"25 - 29",5167,8.92
803,"San Francisco el Alto",57894,"30 - 34",3915,6.76
803,"San Francisco el Alto",57894,"35 - 39",3218,5.56
803,"San Francisco el Alto",57894,"40 - 44",2609,4.51
803,"San Francisco el Alto",57894,"45 - 49",2288,3.95
803,"San Francisco el Alto",57894,"50 - 54",2286,3.95
803,"San Francisco el Alto",57894,"55 - 59",1663,2.87
803,"San Francisco el Alto",57894,"60 - 64",1383,2.39
803,"San Francisco el Alto",57894,"65 - 69",1109,1.92
803,"San Francisco el Alto",57894,"70 - 74",746,1.29
803,"San Francisco el Alto",57894,"75 - 79",521,0.9
803,"San Francisco el Alto",57894,"80 - 84",323,0.56
803,"San Francisco el Alto",57894,"85 - 89",169,0.29
803,"San Francisco el Alto",57894,"90 - 94",75,0.13
803,"San Francisco el Alto",57894,"95 - 99",25,0.04
803,"San Francisco el Alto",57894,"100 - más",2,0
804,"San Andrés Xecul",26984,"0 - 4",2949,10.93
804,"San Andrés Xecul",26984,"5 - 9",2923,10.83
804,"San Andrés Xecul",26984,"10 - 14",3062,11.35
804,"San Andrés Xecul",26984,"15 - 19",3605,13.36
804,"San Andrés Xecul",26984,"20 - 24",3202,11.87
804,"San Andrés Xecul",26984,"25 - 29",2338,8.66
804,"San Andrés Xecul",26984,"30 - 34",1609,5.96
804,"San Andrés Xecul",26984,"35 - 39",1560,5.78
804,"San Andrés Xecul",26984,"40 - 44",1239,4.59
804,"San Andrés Xecul",26984,"45 - 49",1195,4.43
804,"San Andrés Xecul",26984,"50 - 54",892,3.31
804,"San Andrés Xecul",26984,"55 - 59",701,2.6
804,"San Andrés Xecul",26984,"60 - 64",514,1.9
804,"San Andrés Xecul",26984,"65 - 69",461,1.71
804,"San Andrés Xecul",26984,"70 - 74",311,1.15
804,"San Andrés Xecul",26984,"75 - 79",212,0.79
804,"San Andrés Xecul",26984,"80 - 84",108,0.4
804,"San Andrés Xecul",26984,"85 - 89",75,0.28
804,"San Andrés Xecul",26984,"90 - 94",20,0.07
804,"San Andrés Xecul",26984,"95 - 99",6,0.02
804,"San Andrés Xecul",26984,"100 - más",2,0.01
805,"Momostenango",105617,"0 - 4",13502,12.78
805,"Momostenango",105617,"5 - 9",13796,13.06
805,"Momostenango",105617,"10 - 14",13767,13.03
805,"Momostenango",105617,"15 - 19",12364,11.71
805,"Momostenango",105617,"20 - 24",10102,9.56
805,"Momostenango",105617,"25 - 29",7899,7.48
805,"Momostenango",105617,"30 - 34",5902,5.59
805,"Momostenango",105617,"35 - 39",5466,5.18
805,"Momostenango",105617,"40 - 44",4417,4.18
805,"Momostenango",105617,"45 - 49",3973,3.76
805,"Momostenango",105617,"50 - 54",3542,3.35
805,"Momostenango",105617,"55 - 59",2737,2.59
805,"Momostenango",105617,"60 - 64",2356,2.23
805,"Momostenango",105617,"65 - 69",1977,1.87
805,"Momostenango",105617,"70 - 74",1495,1.42
805,"Momostenango",105617,"75 - 79",1080,1.02
805,"Momostenango",105617,"80 - 84",623,0.59
805,"Momostenango",105617,"85 - 89",411,0.39
805,"Momostenango",105617,"90 - 94",154,0.15
805,"Momostenango",105617,"95 - 99",44,0.04
805,"Momostenango",105617,"100 - más",10,0.01
806,"Santa María Chiquimula",55013,"0 - 4",7562,13.75
806,"Santa María Chiquimula",55013,"5 - 9",7490,13.61
806,"Santa María Chiquimula",55013,"10 - 14",7309,13.29
806,"Santa María Chiquimula",55013,"15 - 19",6880,12.51
806,"Santa María Chiquimula",55013,"20 - 24",5459,9.92
806,"Santa María Chiquimula",55013,"25 - 29",4176,7.59
806,"Santa María Chiquimula",55013,"30 - 34",3186,5.79
806,"Santa María Chiquimula",55013,"35 - 39",2817,5.12
806,"Santa María Chiquimula",55013,"40 - 44",2190,3.98
806,"Santa María Chiquimula",55013,"45 - 49",1853,3.37
806,"Santa María Chiquimula",55013,"50 - 54",1502,2.73
806,"Santa María Chiquimula",55013,"55 - 59",1294,2.35
806,"Santa María Chiquimula",55013,"60 - 64",1030,1.87
806,"Santa María Chiquimula",55013,"65 - 69",852,1.55
806,"Santa María Chiquimula",55013,"70 - 74",580,1.05
806,"Santa María Chiquimula",55013,"75 - 79",412,0.75
806,"Santa María Chiquimula",55013,"80 - 84",240,0.44
806,"Santa María Chiquimula",55013,"85 - 89",124,0.23
806,"Santa María Chiquimula",55013,"90 - 94",46,0.08
806,"Santa María Chiquimula",55013,"95 - 99",10,0.02
806,"Santa María Chiquimula",55013,"100 - más",1,0
807,"Santa Lucía la Reforma",22378,"0 - 4",3413,15.25
807,"Santa Lucía la Reforma",22378,"5 - 9",3194,14.27
807,"Santa Lucía la Reforma",22378,"10 - 14",3143,14.05
807,"Santa Lucía la Reforma",22378,"15 - 19",2802,12.52
807,"Santa Lucía la Reforma",22378,"20 - 24",2345,10.48
807,"Santa Lucía la Reforma",22378,"25 - 29",1654,7.39
807,"Santa Lucía la Reforma",22378,"30 - 34",1064,4.75
807,"Santa Lucía la Reforma",22378,"35 - 39",1068,4.77
807,"Santa Lucía la Reforma",22378,"40 - 44",843,3.77
807,"Santa Lucía la Reforma",22378,"45 - 49",758,3.39
807,"Santa Lucía la Reforma",22378,"50 - 54",510,2.28
807,"Santa Lucía la Reforma",22378,"55 - 59",454,2.03
807,"Santa Lucía la Reforma",22378,"60 - 64",355,1.59
807,"Santa Lucía la Reforma",22378,"65 - 69",264,1.18
807,"Santa Lucía la Reforma",22378,"70 - 74",235,1.05
807,"Santa Lucía la Reforma",22378,"75 - 79",133,0.59
807,"Santa Lucía la Reforma",22378,"80 - 84",78,0.35
807,"Santa Lucía la Reforma",22378,"85 - 89",43,0.19
807,"Santa Lucía la Reforma",22378,"90 - 94",14,0.06
807,"Santa Lucía la Reforma",22378,"95 - 99",8,0.04
807,"Santa Lucía la Reforma",22378,"100 - más",0,0
808,"San Bartolo Aguas Calientes",10612,"0 - 4",1436,13.53
808,"San Bartolo Aguas Calientes",10612,"5 - 9",1428,13.46
808,"San Bartolo Aguas Calientes",10612,"10 - 14",1456,13.72
808,"San Bartolo Aguas Calientes",10612,"15 - 19",1242,11.7
808,"San Bartolo Aguas Calientes",10612,"20 - 24",872,8.22
808,"San Bartolo Aguas Calientes",10612,"25 - 29",733,6.91
808,"San Bartolo Aguas Calientes",10612,"30 - 34",543,5.12
808,"San Bartolo Aguas Calientes",10612,"35 - 39",537,5.06
808,"San Bartolo Aguas Calientes",10612,"40 - 44",412,3.88
808,"San Bartolo Aguas Calientes",10612,"45 - 49",424,4
808,"San Bartolo Aguas Calientes",10612,"50 - 54",320,3.02
808,"San Bartolo Aguas Calientes",10612,"55 - 59",300,2.83
808,"San Bartolo Aguas Calientes",10612,"60 - 64",224,2.11
808,"San Bartolo Aguas Calientes",10612,"65 - 69",243,2.29
808,"San Bartolo Aguas Calientes",10612,"70 - 74",156,1.47
808,"San Bartolo Aguas Calientes",10612,"75 - 79",117,1.1
808,"San Bartolo Aguas Calientes",10612,"80 - 84",81,0.76
808,"San Bartolo Aguas Calientes",10612,"85 - 89",55,0.52
808,"San Bartolo Aguas Calientes",10612,"90 - 94",23,0.22
808,"San Bartolo Aguas Calientes",10612,"95 - 99",9,0.08
808,"San Bartolo Aguas Calientes",10612,"100 - más",1,0.01
901,"Quetzaltenango",180706,"0 - 4",15453,8.55
901,"Quetzaltenango",180706,"5 - 9",15493,8.57
901,"Quetzaltenango",180706,"10 - 14",15785,8.74
901,"Quetzaltenango",180706,"15 - 19",18948,10.49
901,"Quetzaltenango",180706,"20 - 24",19364,10.72
901,"Quetzaltenango",180706,"25 - 29",17085,9.45
901,"Quetzaltenango",180706,"30 - 34",13889,7.69
901,"Quetzaltenango",180706,"35 - 39",12898,7.14
901,"Quetzaltenango",180706,"40 - 44",10179,5.63
901,"Quetzaltenango",180706,"45 - 49",8827,4.88
901,"Quetzaltenango",180706,"50 - 54",7995,4.42
